value,column,description
skóra syntetyczna,dozwolone_powierzchnie,"Materiał imitujący skórę, wykonany zwykle z tworzywa sztucznego na podkładzie tekstylnym. Wymaga łagodnych środków bez rozpuszczalników, które mogłyby spowodować pękanie, lepkość lub odbarwienia."
spoiny cementowe,dozwolone_powierzchnie,"Fugi mineralne między płytkami, porowate i podatne na wnikanie brudu, kamienia oraz tłuszczu. Należy dobierać środki tak, aby skutecznie czyściły, ale nie wykruszały ani nie odbarwiały cementu."
sprzęgła,dozwolone_powierzchnie,"Elementy przenoszące napęd, w których powierzchnie cierne muszą być wolne od oleju, smaru i pyłu. Do czyszczenia stosuje się preparaty odtłuszczające szybko odparowujące, aby nie pozostawić osadów obniżających przyczepność."
sprzęt gospodarski,dozwolone_powierzchnie,"Urządzenia i narzędzia używane w gospodarstwie, ogrodzie lub rolnictwie, często wykonane z metalu, tworzyw i gumy. Czyszczenie musi usuwać ziemię, tłuszcz i osady, nie powodując korozji ani uszkodzeń elementów roboczych."
sprzęt kuchenny,dozwolone_powierzchnie,"Naczynia, garnki, blaty robocze, urządzenia i akcesoria używane do przygotowania żywności. Środki czyszczące powinny skutecznie usuwać tłuszcz i resztki jedzenia oraz być odpowiednie do powierzchni mających kontakt z żywnością."
sprzęt pomocniczy,dozwolone_powierzchnie,"Akcesoria i narzędzia wspierające pracę, np. wózki, stojaki, pojemniki, łopaty czy narzędzia produkcyjne. Wymagają regularnego czyszczenia, bo mogą przenosić brud i zanieczyszczenia między strefami."
stal,dozwolone_powierzchnie,"Metalowa powierzchnia stosowana w wyposażeniu, konstrukcjach i urządzeniach, często narażona na tłuszcz, osady i korozję. Wymaga środków dobranych do rodzaju stali, szczególnie przy stali nierdzewnej, aby uniknąć przebarwień i rys."
stal kwasoodporna,dozwolone_powierzchnie,"Stal kwasoodporna to wysokiej jakości stal nierdzewna używana m.in. w gastronomii i przemyśle spożywczym. Wymaga środków, które nie zawierają składników mogących powodować wżery, matowienie lub smugi."
stal nierdzewna,dozwolone_powierzchnie,"Stop metalu odporny na korozję, często stosowany w kuchniach, zmywalniach i zakładach spożywczych. Wymaga preparatów, które nie zawierają agresywnych składników mogących powodować przebarwienia, wżery lub smugi."
stal stopowa,dozwolone_powierzchnie,"Stal zawierająca dodatki stopowe poprawiające jej wytrzymałość lub odporność, stosowana w urządzeniach i elementach technicznych. W czyszczeniu należy uwzględnić ryzyko korozji oraz unikać środków niezgodnych z danym typem stali."
stopy aluminium,dozwolone_powierzchnie,"Lekkie materiały metalowe stosowane w urządzeniach, częściach i elementach konstrukcyjnych, wrażliwe na silne zasady i niektóre kwasy. Do czyszczenia należy wybierać preparaty bezpieczne dla aluminium, aby uniknąć matowienia, przebarwień lub korozji."
stoły,dozwolone_powierzchnie,"Powierzchnie robocze lub jadalniane wykonane z laminatu, stali, drewna, tworzywa albo kamienia. Wymagają regularnego usuwania zabrudzeń i doboru preparatu, który nie odbarwi ani nie zmatowi materiału."
sufity,dozwolone_powierzchnie,"Powierzchnie nad głową, zwykle malowane, z płyt lub paneli, na których osadza się kurz, tłuszcz i pajęczyny. Wymagają środków niekapiących lub łatwych do kontrolowanej aplikacji, aby ograniczyć zacieki i ryzyko zabrudzenia niższych powierzchni."
sworznie,dozwolone_powierzchnie,Metalowe trzpienie stosowane w przegubach i połączeniach ruchomych maszyn. Podczas czyszczenia trzeba usuwać brud i stare smary bez powodowania korozji oraz bez naruszania warstwy ochronnej.
szafy,dozwolone_powierzchnie,"Meble do przechowywania odzieży lub wyposażenia, wykonane zwykle z płyty meblowej, drewna, metalu albo tworzywa. Wymagają środków, które usuwają kurz i zapachy, ale nie zostawiają wilgoci ani intensywnego zapachu wewnątrz."
szkło,dozwolone_powierzchnie,"Gładki, twardy materiał stosowany w szybach, lustrach, gablotach i przegrodach, na którym łatwo widać smugi oraz osady. Wymaga środków szybko odparowujących i niepozostawiających zacieków."
sztućce,dozwolone_powierzchnie,"Noże, widelce i łyżki ze stali nierdzewnej, srebra lub stopów metali, mające kontakt z żywnością. Wymagają środków dopuszczonych do mycia akcesoriów kuchennych, dobrze spłukiwalnych i niepowodujących nalotów."
szyby,dozwolone_powierzchnie,"Gładkie powierzchnie szklane stosowane w oknach, drzwiach, pojazdach i osłonach. Wymagają preparatów odparowujących bez smug, które usuwają kurz, tłuszcz i odciski bez matowienia szkła."
szyby kominkowe,dozwolone_powierzchnie,"Żaroodporne szkło w drzwiczkach kominka, na którym odkłada się sadza, dym i osad ze spalania. Należy stosować preparaty przeznaczone do szyb kominkowych, aby nie porysować szkła ani nie uszkodzić uszczelek."
szyby samochodowe,dozwolone_powierzchnie,"Szkło w pojazdach, narażone na tłuste osady, kurz, owady i smugi ograniczające widoczność. Preparat powinien szybko odparowywać i nie zostawiać smug ani osadów utrudniających jazdę."
talerze,dozwolone_powierzchnie,"Naczynia mające bezpośredni kontakt z żywnością, najczęściej ceramiczne, porcelanowe, szklane lub z tworzywa. Wymagają środków dopuszczonych do mycia naczyń, łatwo spłukiwalnych i bezpiecznych po prawidłowym użyciu."
tapicerka samochodowa,dozwolone_powierzchnie,"Obicia foteli i elementów wnętrza pojazdu wykonane z tkanin, weluru, mikrofibry lub mieszanek materiałów. Wymaga czyszczenia o kontrolowanej wilgotności, aby nie przemoczyć pianek, nie zostawić zacieków i nie uszkodzić elementów elektrycznych foteli."
tapicerka skórzana,dozwolone_powierzchnie,"Obicia siedzeń i mebli wykonane ze skóry naturalnej lub pokrytej warstwą ochronną. Wymagają delikatnego czyszczenia i często pielęgnacji, aby nie przesuszyć, nie odbarwić ani nie popękać powierzchni."
tapicerka tekstylna,dozwolone_powierzchnie,"Materiały obiciowe z tkanin stosowane na krzesłach, sofach, fotelach i panelach. Przy czyszczeniu ważne jest dobranie środka do rodzaju włókna oraz unikanie nadmiernego namaczania, które może zostawić zacieki."
tarasy,dozwolone_powierzchnie,"Zewnętrzne powierzchnie użytkowe wykonane z drewna, kompozytu, płytek, betonu lub kamienia. Przy czyszczeniu trzeba usuwać brud, naloty i śliskość, jednocześnie chroniąc materiał przed przebarwieniem, wypłukaniem impregnatu lub uszkodzeniem fug."
tekstylia,dozwolone_powierzchnie,"Wyroby z tkanin i dzianin, np. zasłony, obrusy, wykładziny tekstylne czy tapicerka. Przy czyszczeniu ważne jest stosowanie preparatów, które skutecznie usuwają zabrudzenia, ale nie niszczą włókien ani kolorów."
tekstylia domowe,dozwolone_powierzchnie,"Wyroby tekstylne używane w domu, takie jak zasłony, pościel, koce, obrusy czy narzuty. Przy czyszczeniu ważne jest usunięcie zabrudzeń i zapachów bez deformacji, blaknięcia kolorów ani utraty miękkości."
telewizory,dozwolone_powierzchnie,"Ekrany i obudowy telewizorów są wrażliwe na nadmiar wilgoci, alkohol i środki ścierne. Do czyszczenia stosuje się delikatne preparaty oraz miękkie mikrofibry, aby nie uszkodzić matrycy ani powłok ekranu."
terakota,dozwolone_powierzchnie,"Ceramiczne płytki podłogowe, zwykle twarde i odporne na wodę, ale z fugami podatnymi na zabrudzenia i działanie mocnych środków. Wymaga preparatów dobranych do rodzaju zabrudzeń, aby nie pozostawiać osadów i nie niszczyć spoin."
tkaniny,dozwolone_powierzchnie,"Materiały włókiennicze, takie jak bawełna, poliester czy mieszanki, stosowane m.in. w obiciach, odzieży roboczej i tekstyliach użytkowych. Wymagają środków dobranych do rodzaju włókna i barwnika, aby uniknąć odbarwień, skurczenia lub uszkodzenia struktury."
tkaniny bawełniane,dozwolone_powierzchnie,"Naturalne tekstylia z włókien bawełny, często stosowane w odzieży, ręcznikach i pościeli. Dobrze chłoną wodę i detergenty, dlatego wymagają właściwego dozowania, aby uniknąć skurczenia, szorstkości lub utraty koloru."
tkaniny białe,dozwolone_powierzchnie,"Tekstylia w kolorze białym, szczególnie podatne na szarzenie i żółknięcie. Często wymagają detergentów z wybielaczami lub składnikami rozjaśniającymi, ale z zachowaniem zgodności z zaleceniami producenta tkaniny."
tkaniny czarne,dozwolone_powierzchnie,"Tekstylia w kolorze czarnym lub bardzo ciemnym, na których łatwo widać blaknięcie i białe osady z detergentu. Wymagają środków do ciemnych kolorów oraz dokładnego płukania, aby zachować głębię barwy."
tkaniny kolorowe,dozwolone_powierzchnie,"Tekstylia barwione na różne kolory, narażone na blaknięcie lub farbowanie podczas prania. Najlepiej stosować środki do kolorów, które ograniczają wypłukiwanie barwników i chronią intensywność odcieni."
tkaniny mieszane,dozwolone_powierzchnie,"Materiały wykonane z połączenia włókien naturalnych i syntetycznych, np. bawełny z poliestrem. Wymagają kompromisowego doboru detergentu i temperatury, aby nie uszkodzić żadnego składnika tkaniny."
tkaniny obiciowe,dozwolone_powierzchnie,"Materiały stosowane na kanapach, fotelach, krzesłach i panelach tapicerowanych. Wymagają preparatów dobranych do rodzaju włókna, aby nie zostawić zacieków, nie odbarwić koloru i nie przemoczyć wypełnienia."
tkaniny syntetyczne,dozwolone_powierzchnie,"Tekstylia z włókien sztucznych, takich jak poliester, poliamid czy akryl. Zwykle szybciej schną, ale mogą zatrzymywać zapachy i elektryzować się, dlatego warto stosować środki przeznaczone do syntetyków."
toalety,dozwolone_powierzchnie,"Obszary sanitarne o podwyższonym ryzyku zabrudzeń biologicznych, osadów mineralnych i nieprzyjemnych zapachów. Wymagają preparatów skutecznych w usuwaniu kamienia, uryny i zabrudzeń organicznych."
tostery,dozwolone_powierzchnie,"Urządzenia do opiekania pieczywa z elementami metalowymi i grzewczymi, gdzie gromadzą się okruchy, tłuszcz i przypalenia. Czyszczenie wymaga ostrożności, aby nie zalać części elektrycznych i nie uszkodzić powłok."
tramwaje,dozwolone_powierzchnie,"Pojazdy szynowe z powierzchniami lakierowanymi, szybami, metalem i tworzywami. Czyszczenie wymaga środków skutecznych na pył, osady miejskie i zabrudzenia eksploatacyjne, a jednocześnie bezpiecznych dla powłok i oznaczeń."
trudno dostępne miejsca,dozwolone_powierzchnie,"Szczeliny, zakamarki, narożniki i przestrzenie za urządzeniami, gdzie gromadzi się kurz, tłuszcz lub osady. Wymagają środków w sprayu, pianie lub z aplikatorem, które docierają do zabrudzeń bez konieczności demontażu."
twarde powierzchnie,dozwolone_powierzchnie,"Twarde powierzchnie obejmują m.in. płytki, stal, szkło, laminaty i tworzywa niewchłaniające wody. Środki do nich powinny skutecznie usuwać zabrudzenia, nie pozostawiać smug i być zgodne z konkretnym materiałem."
twarde woski,dozwolone_powierzchnie,"Warstwy ochronne nakładane na lakier, tworzące połysk i barierę przed wodą oraz brudem. Czyszczenie powinno być łagodne, aby nie zmywać wosku i nie skracać jego trwałości."
tworzywa sztuczne,dozwolone_powierzchnie,"Plastikowe elementy wyposażenia, obudowy, pojemniki lub meble, które mogą matowieć, pękać albo odbarwiać się pod wpływem zbyt agresywnych środków. Do czyszczenia wymagają preparatów bezpiecznych dla danego rodzaju plastiku."
umywalki,dozwolone_powierzchnie,"Ceramiczne, szklane, metalowe lub kompozytowe misy do mycia rąk, często zabrudzone mydłem, pastą i kamieniem. Wymagają środków skutecznych na osady, ale dopasowanych do materiału i połysku powierzchni."
urządzenia,dozwolone_powierzchnie,"Elementy wyposażenia lub maszyny używane w pracy, które mogą mieć części metalowe, plastikowe, uszczelki i elektronikę. Przy czyszczeniu trzeba dobierać środek tak, aby nie uszkodzić materiałów ani nie zalać wrażliwych podzespołów."
urządzenia biurowe,dozwolone_powierzchnie,"Sprzęt taki jak klawiatury, telefony, monitory, drukarki i obudowy komputerów. Wymagają środków delikatnych, szybko odparowujących lub przeznaczonych do elektroniki, aby nie zawilgocić i nie uszkodzić podzespołów."
urządzenia do kebabów,dozwolone_powierzchnie,"Opiekacze, noże, osłony i tacki używane przy obróbce mięsa, mocno narażone na tłuszcz i przypalenia. Wymagają skutecznego odtłuszczania oraz stosowania środków dopuszczonych do powierzchni w strefie kontaktu z żywnością."
urządzenia gastronomiczne,dozwolone_powierzchnie,"Sprzęt używany do przygotowania i obróbki żywności, np. piece, grille, krajalnice czy blaty robocze. Wymaga środków skutecznych wobec tłuszczu i osadów, a jednocześnie bezpiecznych dla powierzchni mających kontakt z żywnością po prawidłowym spłukaniu."
urządzenia kuchenne,dozwolone_powierzchnie,"Sprzęty używane do przygotowania i obróbki żywności, takie jak miksery, krajalnice, ekspresy czy bemary. Wymagają czyszczenia środkami skutecznymi wobec tłuszczu i zabrudzeń spożywczych, ale bezpiecznymi dla elementów metalowych, plastikowych i uszczelek."
urządzenia sanitarne,dozwolone_powierzchnie,"Wyposażenie łazienek i toalet, m.in. umywalki, toalety, pisuary, baterie, kabiny i dozowniki. Wymaga regularnego czyszczenia oraz często dezynfekcji, z uwzględnieniem różnych materiałów: ceramiki, chromu, szkła i tworzyw."
uszczelki,dozwolone_powierzchnie,"Uszczelki z gumy lub silikonu chronią przed wyciekami i utratą temperatury, np. w lodówkach lub maszynach. Należy czyścić je delikatnie, unikając środków wysuszających, które mogą powodować pękanie i utratę elastyczności."
uszczelki gumowe,dozwolone_powierzchnie,"Elastyczne elementy z gumy stosowane przy drzwiach, oknach, pokrywach i elementach pojazdów. Trzeba unikać agresywnych rozpuszczalników i silnych zasad, które mogą wysuszać gumę, powodować pękanie lub utratę elastyczności."
uszczelnienia,dozwolone_powierzchnie,"Elementy z gumy, silikonu lub tworzyw, które zapobiegają przeciekom i przedostawaniu się zanieczyszczeń. Wymagają łagodnych preparatów, bo silne rozpuszczalniki lub zasady mogą powodować pęcznienie, kruszenie albo utratę elastyczności."
wagony kolejowe,dozwolone_powierzchnie,"Pojazdy kolejowe narażone na pył, smary, osady atmosferyczne i zabrudzenia od pasażerów. Środki powinny czyścić skutecznie, nie niszcząc lakieru, szyb, gum, metali i elementów wnętrza."
wanny,dozwolone_powierzchnie,"Powierzchnie kąpielowe wykonane z akrylu, emalii, stali lub ceramiki, narażone na osady mydlane i kamień. Wymagają środków niedrapiących, aby nie uszkodzić warstwy ochronnej i nie zmatowić powierzchni."
windy,dozwolone_powierzchnie,"Windy mają powierzchnie z metalu, szkła, luster, paneli i tworzyw, często dotykane przez użytkowników. Czyszczenie powinno usuwać odciski palców i zabrudzenia bez zalewania przycisków oraz elementów elektrycznych."
winyl,dozwolone_powierzchnie,"Winyl to elastyczny materiał podłogowy lub okleinowy odporny na wilgoć, ale wrażliwy na silne rozpuszczalniki. Do czyszczenia zaleca się łagodne środki, które nie zmiękczają ani nie odbarwiają powierzchni."
witryny chłodnicze,dozwolone_powierzchnie,"Witryny chłodnicze łączą szkło, stal, tworzywa i elementy chłodzące, eksponując żywność w niskiej temperaturze. Środki powinny usuwać tłuszcz, odciski i zabrudzenia bez smug oraz bez ryzyka skażenia produktów."
wlewy paliwa,dozwolone_powierzchnie,"Okolice otworów tankowania w pojazdach lub zbiornikach, narażone na rozlane paliwo, kurz i tłuste osady. Czyszczenie powinno usuwać zabrudzenia bez uszkadzania lakieru, tworzyw, gumowych uszczelek i elementów zabezpieczających."
wnętrza pojazdów,dozwolone_powierzchnie,"Kokpit, tapicerka, dywaniki, tworzywa, skóra i elementy dekoracyjne w kabinie auta. Wymagają środków o odpowiedniej sile działania, które nie odbarwiają materiałów i nie pozostawiają śliskiej warstwy na elementach użytkowych."
woski,dozwolone_powierzchnie,"Warstwy ochronno-nabłyszczające nakładane na podłogi lub inne powierzchnie w celu zabezpieczenia i poprawy wyglądu. Wymagają środków, które nie rozpuszczają ani nie matowią powłoki, chyba że produkt jest przeznaczony do jej usuwania."
wrażliwe na alkalia,dozwolone_powierzchnie,"Powierzchnie lub materiały, które mogą ulec uszkodzeniu pod wpływem środków zasadowych, np. niektóre metale, powłoki, lakiery, drewno lub kamień. Do ich czyszczenia należy wybierać preparaty neutralne albo wyraźnie oznaczone jako bezpieczne dla takich materiałów."
wszystkie powierzchnie,dozwolone_powierzchnie,"Oznacza szeroki zakres zmywalnych materiałów, na których produkt może być stosowany zgodnie z etykietą. Mimo deklaracji uniwersalności warto wykonać próbę w mało widocznym miejscu, zwłaszcza na powierzchniach delikatnych lub lakierowanych."
wykładziny,dozwolone_powierzchnie,"Tekstylne lub elastyczne pokrycia podłogowe stosowane w biurach, hotelach i obiektach usługowych. Wymagają środków dobranych do włókna i metody prania, aby nie powodować odbarwień, przemoczenia ani pozostawiania lepkiego osadu."
wykładziny pvc,dozwolone_powierzchnie,"Elastyczne wykładziny z tworzywa PVC są popularne w obiektach publicznych i łatwe do mycia. Wymagają preparatów o odpowiednim pH, które nie wypłukują powłok ochronnych i nie powodują matowienia."
wymienniki,dozwolone_powierzchnie,"Elementy instalacji służące do wymiany ciepła, np. płytowe lub rurowe wymienniki ciepła. Podczas czyszczenia ważne jest usuwanie kamienia, tłuszczu i osadów bez uszkadzania metalu oraz uszczelek."
wyparzarki,dozwolone_powierzchnie,"Urządzenia gastronomiczne do wyparzania naczyń i akcesoriów, zwykle wykonane ze stali nierdzewnej i pracujące w wysokiej temperaturze. Przy czyszczeniu wymagają środków usuwających kamień i osady, ale bezpiecznych dla elementów metalowych oraz uszczelek."
wyposażenie wnętrz,dozwolone_powierzchnie,"Elementy użytkowe w pomieszczeniach, takie jak meble, blaty, drzwi, obudowy i akcesoria. Wymagają delikatnych środków dopasowanych do różnych materiałów, aby nie powodować odbarwień ani smug."
wózki widłowe,dozwolone_powierzchnie,"Pojazdy magazynowe z elementami metalowymi, plastikowymi, gumowymi oraz często z akumulatorem lub instalacją elektryczną. Wymagają czyszczenia bez nadmiernego zalewania i z użyciem preparatów bezpiecznych dla podłóg oraz części roboczych."
zabezpieczone drewno,dozwolone_powierzchnie,"Drewno pokryte lakierem, olejem, woskiem lub inną warstwą ochronną. Wymaga łagodnych środków i ograniczonej ilości wody, aby nie uszkodzić powłoki ani nie spowodować pęcznienia materiału."
zamki,dozwolone_powierzchnie,"Mechanizmy metalowe w drzwiach, szafkach lub pojazdach, często z wąskimi szczelinami i elementami ruchomymi. Wymagają ostrożnego czyszczenia, aby nie wypłukać smaru, nie spowodować korozji ani zablokowania mechanizmu."
zatłuszczone powierzchnie,dozwolone_powierzchnie,"Miejsca pokryte tłuszczem spożywczym, olejem lub osadem po smażeniu, typowe dla kuchni i zaplecza gastronomicznego. Do ich czyszczenia stosuje się zwykle preparaty odtłuszczające, z uwzględnieniem odporności materiału na zasadowość środka."
zawiasy,dozwolone_powierzchnie,"Mechanizmy łączące ruchome elementy, zwykle metalowe, pracujące z użyciem smaru lub oleju. Czyszczenie powinno usuwać brud i stary smar, ale po odtłuszczeniu często wymaga ponownego nasmarowania."
zawory egr,dozwolone_powierzchnie,"Zawory recyrkulacji spalin, w których odkłada się sadza, nagar i oleiste osady z układu dolotowego. Czyszczenie wymaga środków rozpuszczających nagar, ale bezpiecznych dla elementów metalowych, uszczelek i czujników."
zbiorniki,dozwolone_powierzchnie,"Pojemniki procesowe lub magazynowe na płyny, surowce albo produkty, zwykle wykonane ze stali, tworzywa lub materiałów powlekanych. Wymagają środków dobranych do rodzaju osadu i materiału, szczególnie przy myciu wnętrza oraz stref kontaktu z produktem."
zderzaki,dozwolone_powierzchnie,"Zewnętrzne elementy pojazdów wykonane zwykle z lakierowanego lub nielakierowanego tworzywa sztucznego. Przy czyszczeniu trzeba unikać zbyt mocnych preparatów, które mogą odbarwić plastik lub naruszyć lakier."
zewnętrzne powierzchnie pojazdów,dozwolone_powierzchnie,"Lakier, szyby, felgi, plastiki i uszczelki narażone na błoto, sól drogową, owady, smołę i pył hamulcowy. Wymagają środków skutecznych, ale bezpiecznych dla powłok ochronnych i elementów wrażliwych na silną chemię."
zlewozmywaki,dozwolone_powierzchnie,"Powierzchnie robocze najczęściej ze stali nierdzewnej, ceramiki, granitu lub kompozytu, mające częsty kontakt z wodą i żywnością. Wymagają środków usuwających tłuszcz, kamień i przebarwienia, ale dobranych do materiału, aby uniknąć zmatowienia lub zarysowań."
zmywalne powierzchnie,dozwolone_powierzchnie,"Powierzchnie odporne na czyszczenie na mokro, takie jak laminaty, płytki, tworzywa, szkło czy lakierowane elementy. Mimo odporności na wodę należy dobrać środek do materiału, aby uniknąć smug, odbarwień lub uszkodzenia powłoki."
zmywarki,dozwolone_powierzchnie,"Urządzenia myjące naczynia, narażone na kamień, tłuszcz, resztki jedzenia i osady z detergentów. Wymagają preparatów do czyszczenia komory, filtrów i układu wodnego, które nie uszkadzają uszczelek ani elementów metalowych."
łazienki,dozwolone_powierzchnie,"Pomieszczenia narażone na wilgoć, osady z mydła, kamień wodny i rozwój drobnoustrojów. Wymagają środków do regularnego odkamieniania, mycia i utrzymania higieny wielu typów powierzchni."
łańcuchy,dozwolone_powierzchnie,"Metalowe elementy napędowe lub transportowe z wieloma ogniwami, w których gromadzą się smary, pył i zabrudzenia techniczne. Wymagają dobrego odtłuszczenia szczelin, a po myciu zwykle ponownej konserwacji środkiem smarnym."
łożyska,dozwolone_powierzchnie,"Elementy umożliwiające płynny ruch obrotowy lub liniowy w maszynach i urządzeniach. Czyszczenie musi być ostrożne, ponieważ zbyt agresywny środek może wypłukać smar, wprowadzić wilgoć lub przyspieszyć zużycie."
ściany,dozwolone_powierzchnie,"Powierzchnie pionowe malowane, kafelkowane, laminowane lub zmywalne, na których mogą pojawiać się kurz, tłuszcz i ślady dotyku. Wymagają łagodnego czyszczenia, aby nie uszkodzić farby, powłoki lub fug."
śruby,dozwolone_powierzchnie,"Metalowe elementy złączne narażone na rdzę, smary, kleje montażowe i zabrudzenia warsztatowe. Przy czyszczeniu ważne jest dotarcie do gwintu oraz ochrona przed korozją, szczególnie przed ponownym montażem."
żeliwo,dozwolone_powierzchnie,"Stop żelaza o dużej wytrzymałości, stosowany m.in. w maszynach, armaturze i elementach przemysłowych. Przy czyszczeniu wymaga ochrony przed korozją i dokładnego osuszenia po kontakcie z wodą lub środkami kwaśnymi."
bezdotykowe,metoda_mycia,Metoda polega na nanoszeniu środka czyszczącego i spłukiwaniu go wodą pod ciśnieniem bez mechanicznego pocierania. Jest popularna w myjniach i ogranicza ryzyko zarysowania czyszczonej powierzchni.
ciśnieniowe,metoda_mycia,"Czyszczenie z użyciem wody lub roztworu środka pod podwyższonym ciśnieniem, najczęściej myjką ciśnieniową. Metoda skutecznie usuwa luźne i uporczywe zabrudzenia, ale może uszkodzić delikatne powierzchnie lub uszczelnienia."
czyszczenie,metoda_mycia,"Ogólna metoda usuwania brudu, tłuszczu, osadów lub kurzu z powierzchni przy użyciu odpowiedniego preparatu. Może wymagać spryskania, przetarcia, szorowania lub pozostawienia środka na określony czas."
ekstrakcyjne,metoda_mycia,"Czyszczenie ekstrakcyjne polega na natrysku roztworu czyszczącego w tkaninę i jednoczesnym odsysaniu brudnej wody. Stosuje się je do dywanów, wykładzin i tapicerki, gdzie ważne jest usunięcie zabrudzeń z głębszych warstw."
maszynowe,metoda_mycia,"Użycie produktu w urządzeniach czyszczących, takich jak szorowarki, automaty myjące czy odkurzacze piorące. Metoda przyspiesza pracę na dużych powierzchniach i wymaga stosowania środków odpowiednich do danego typu maszyny."
mycie cip,metoda_mycia,"Mycie CIP (Cleaning in Place) polega na czyszczeniu instalacji, zbiorników i rurociągów bez ich demontażu, przez obieg roztworu myjącego. Stosowane głównie w przemyśle spożywczym, wymaga środków bezpiecznych dla urządzeń i łatwych do wypłukania."
myjnie samochodowe,metoda_mycia,"Aplikacja w myjniach samochodowych obejmuje nanoszenie piany, szamponu, wosku lub preparatu osuszającego za pomocą urządzeń automatycznych albo stanowisk bezdotykowych. Produkty muszą działać szybko i być bezpieczne dla lakieru, szyb oraz elementów z tworzyw."
natryskowe,metoda_mycia,"Nakładanie preparatu w formie rozpylonej mgiełki lub strumienia za pomocą spryskiwacza, opryskiwacza albo lancy. Ułatwia równomierne pokrycie powierzchni, ale wymaga uwagi przy wentylacji i unikaniu wdychania aerozolu."
pianowe,metoda_mycia,"Aplikacja środka w postaci piany, która dłużej utrzymuje się na powierzchni. Sprawdza się na pionowych elementach i przy usuwaniu trudniejszych zabrudzeń, bo wydłuża czas kontaktu preparatu z brudem."
pranie,metoda_mycia,"Proces usuwania zabrudzeń z tkanin przy użyciu wody, detergentu i ruchu mechanicznego. Dobór środka zależy od rodzaju tkaniny, temperatury i typu zabrudzeń."
pranie automatyczne,metoda_mycia,"Pranie wykonywane w pralce, gdzie detergent jest dozowany do cyklu prania, płukania lub odplamiania. Środki do tej metody powinny dobrze rozpuszczać się w wodzie i działać skutecznie w zadanej temperaturze."
pranie ręczne,metoda_mycia,"Pranie wykonywane ręcznie w misce lub zlewie, zwykle dla delikatnych tkanin albo małych partii odzieży. Preparat powinien być łagodniejszy dla skóry i łatwy do wypłukania."
płukanie,metoda_mycia,"Etap usuwania pozostałości detergentu, brudu lub środka dezynfekującego za pomocą czystej wody. Jest ważne szczególnie tam, gdzie powierzchnie mają kontakt z żywnością lub skórą."
ręczne,metoda_mycia,"Aplikacja wykonywana ręcznie przy użyciu ściereczki, gąbki, mopa, szczotki lub spryskiwacza. Metoda pozwala precyzyjnie czyścić małe powierzchnie i miejsca wymagające kontroli nacisku."
spryskiwacze samochodowe,metoda_mycia,"Metoda polega na stosowaniu płynu w układzie spryskiwaczy do mycia szyb podczas jazdy. Preparat powinien usuwać owady, tłuszcz i osady drogowe oraz nie uszkadzać gum, lakieru ani reflektorów."
systemy dozujące,metoda_mycia,"Urządzenia automatycznie odmierzające odpowiednią ilość koncentratu do wody lub bezpośrednio do procesu mycia. Zapewniają stałe stężenie roztworu, ograniczają zużycie chemii i zmniejszają ryzyko błędów przy rozcieńczaniu."
ultradźwiękowe,metoda_mycia,"Czyszczenie ultradźwiękowe wykorzystuje fale dźwiękowe w kąpieli myjącej, które odrywają zabrudzenia z trudno dostępnych miejsc. Sprawdza się przy małych elementach, narzędziach i częściach o złożonym kształcie."
wcieranie w dłonie,metoda_mycia,"Technika stosowania preparatu do higieny rąk, polegająca na równomiernym rozprowadzeniu środka na skórze dłoni aż do wyschnięcia lub spłukania. Ważne jest pokrycie całej powierzchni dłoni, także przestrzeni między palcami."
wybielanie,metoda_mycia,"Proces rozjaśniania tkanin lub powierzchni oraz usuwania przebarwień za pomocą środków wybielających. Wymaga ostrożności, ponieważ może odbarwiać kolory, osłabiać włókna i uszkadzać materiały wrażliwe."
zanurzeniowe,metoda_mycia,"Czyszczenie polegające na całkowitym lub częściowym zanurzeniu elementów w roztworze środka. Stosowane do drobnych części i akcesoriów, gdy potrzebny jest dłuższy kontakt preparatu z zabrudzeniem."
zbiorniki wody brudnej,metoda_mycia,"Aplikacja dotyczy preparatów stosowanych w zbiornikach na brudną wodę, np. w maszynach czyszczących, odkurzaczach piorących lub urządzeniach sanitarnych. Środki pomagają ograniczać osady, nieprzyjemne zapachy i rozwój mikroorganizmów."
zmywarki,metoda_mycia,"Aplikacja środka w zmywarkach gastronomicznych lub domowych, gdzie dozowanie i mycie odbywa się automatycznie w cyklu pracy urządzenia. Preparat musi być przeznaczony do zmywarek, aby nie powodować nadmiernego pienienia i dobrze działać w wysokiej temperaturze."
kwaśny,odczyn_ph,"Odczyn pH poniżej 7, typowy dla preparatów do usuwania kamienia, rdzy, osadów mineralnych i nalotów z twardej wody. Środki kwaśne mogą uszkadzać wrażliwe materiały, takie jak marmur, beton, aluminium czy fugi cementowe."
lekko zasadowy,odczyn_ph,"Odczyn pH nieco powyżej 7, przydatny do usuwania lekkich zabrudzeń tłuszczowych i codziennego mycia powierzchni użytkowych. Zwykle jest mniej agresywny niż silne alkaliczne odtłuszczacze, ale nadal warto sprawdzić zgodność z delikatnymi materiałami."
neutralny,odczyn_ph,"Odczyn pH około 7, zwykle łagodny dla większości powierzchni i bezpieczny do codziennego mycia. Produkty neutralne często stosuje się do podłóg, mebli, powierzchni lakierowanych i materiałów wymagających delikatnej pielęgnacji."
