product_id,dozwolone_powierzchnie,odradzane_powierzchnie,metoda_mycia,zgodnosc_i_certyfikaty,ostrzezenia_bhp,odczyn_ph
226,"[""tworzywa sztuczne"", ""meble ogrodowe"", ""ramy pvc"", ""obudowy kuchenne""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""unikać kontaktu z oczami"", ""nie mieszać chemikaliów""]",
227,"[""tapicerka skórzana"", ""skóra licowa"", ""skóra""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""nie przemaczać"", ""unikać kontaktu z oczami""]",
228,"[""skóra"", ""skóra licowa"", ""skóra syntetyczna"", ""tapicerka skórzana"", ""akcesoria skórzane""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""nie stosować rozgrzane"", ""unikać kontaktu z oczami""]",
229,"[""zmywalne powierzchnie"", ""płytki ceramiczne"", ""terakota"", ""laminat"", ""pvc""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie mieszać chemikaliów""]",
230,"[""tapicerka tekstylna"", ""tkaniny obiciowe"", ""tapicerka samochodowa""]",[],"[""ręczne"", ""natryskowe""]",[],"[""próba wstępna"", ""nie przemaczać"", ""unikać kontaktu z oczami""]",
231,"[""ekrany lcd"", ""ekrany led"", ""ekrany oled"", ""monitory"", ""telewizory""]",[],"[""ręczne""]",[],"[""instrukcja urządzenia"", ""nie stosować rozgrzane""]",
232,"[""klimatyzacja samochodowa"", ""kanały wentylacyjne"", ""nawiewy samochodowe"", ""wnętrza pojazdów""]",[],"[""natryskowe""]",[],"[""stosować zgodnie"", ""unikać wdychania"", ""wentylacja"", ""pojemnik pod ciśnieniem""]",
233,"[""szyby samochodowe"", ""reflektory"", ""lakier samochodowy"", ""uszczelki gumowe""]",[],"[""natryskowe"", ""spryskiwacze samochodowe""]",[],"[""unikać kontaktu z oczami"", ""nie połykać"", ""produkt łatwopalny""]",
234,"[""tkaniny bawełniane"", ""tkaniny syntetyczne"", ""tkaniny mieszane"", ""tekstylia domowe"", ""odzież""]",[],"[""pranie automatyczne"", ""płukanie""]",[],"[""unikać kontaktu z oczami"", ""nie połykać"", ""płukać oczy wodą""]",
235,"[""tkaniny"", ""odzież"", ""tekstylia domowe""]",[],"[""pranie automatyczne"", ""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""stosować zgodnie z etykietą""]",
236,"[""tkaniny bawełniane"", ""tkaniny syntetyczne"", ""tkaniny mieszane"", ""tekstylia domowe""]",[],"[""pranie ręczne"", ""pranie automatyczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""nie połykać""]",
237,"[""odporne na wodę"", ""dywany"", ""wykładziny""]","[""materiały wrażliwe na wodę""]","[""ekstrakcyjne"", ""ręczne""]",[],"[""sprawdzić kolory"", ""nie przemaczać""]",
238,"[""tkaniny białe"", ""tkaniny czarne"", ""tkaniny kolorowe""]",[],"[""pranie automatyczne"", ""ręczne""]","[""do wszystkich pralek""]","[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""stosować zgodnie z etykietą""]",
239,"[""tkaniny białe"", ""tkaniny czarne"", ""tkaniny kolorowe""]",[],"[""pranie automatyczne"", ""ręczne""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""stosować zgodnie z etykietą""]",
240,"[""tkaniny białe"", ""tkaniny czarne"", ""tkaniny kolorowe""]",[],"[""ręczne"", ""maszynowe""]",[],"[""unikać kontaktu z oczami"", ""płukać oczy wodą"", ""stosować zgodnie z etykietą""]",
241,"[""aluminium"", ""stopy aluminium"", ""metale""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt kwaśny"", ""unikać skóry i oczu"", ""próba wstępna"", ""nie mieszać z zasadami""]",kwaśny
242,"[""opony"", ""guma"", ""tworzywa sztuczne"", ""zderzaki"", ""klamki"", ""obudowy lusterek"", ""listwy"", ""uszczelki gumowe""]",[],"[""ręczne""]",[],"[""stosować zgodnie"", ""unikać kontaktu z oczami""]",
243,"[""tworzywa sztuczne"", ""plastiki samochodowe"", ""deski rozdzielcze"", ""kokpit"", ""elementy plastikowe""]",[],"[""ręczne""]",[],"[""unikać kontaktu z oczami"", ""stosować zgodnie z etykietą"", ""stosować zgodnie""]",
244,"[""szyby samochodowe"", ""lusterka"", ""reflektory""]",[],"[""natryskowe"", ""ręczne""]",[],"[""unikać kontaktu z oczami"", ""wentylacja"", ""nie rozpylać na gorące""]",
245,"[""kostka brukowa"", ""beton"", ""posadzki przemysłowe"", ""posadzki twarde"", ""podjazdy"", ""garaże""]",[],"[""ręczne"", ""natryskowe"", ""ciśnieniowe""]",[],"[""ochrona oczu i rąk"", ""nie mieszać chemikaliów"", ""próba wstępna""]",
246,"[""lakier samochodowy"", ""karoseria"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""ręczne"", ""natryskowe"", ""maszynowe""]",[],"[""unikać kontaktu z oczami"", ""stosować zgodnie""]",
247,"[""klimatyzacja samochodowa"", ""kanały wentylacyjne"", ""nawiewy samochodowe"", ""wnętrza pojazdów""]",[],"[""natryskowe"", ""maszynowe""]",[],"[""pojemnik pod ciśnieniem"", ""nie rozpylać na twarz"", ""produkt łatwopalny"", ""przewietrzyć""]",
248,"[""szyby samochodowe"", ""reflektory"", ""karoseria"", ""lakier samochodowy"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""ręczne"", ""natryskowe""]",[],"[""nie stosować rozgrzane"", ""unikać skóry i oczu""]",
249,"[""tworzywa sztuczne"", ""wnętrza pojazdów"", ""ramy okien i drzwi"", ""meble ogrodowe"", ""obudowy kuchenne""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""stosować zgodnie"", ""unikać kontaktu z oczami"", ""zasady bezpieczeństwa""]",
250,"[""felgi aluminiowe"", ""felgi stalowe"", ""metal"", ""burty naczep"", ""najazdy""]",[],"[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""nie mieszać chemikaliów"", ""próba wstępna""]",kwaśny
251,"[""karoseria"", ""lakier samochodowy"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""ręczne"", ""natryskowe"", ""pianowe""]",[],"[""unikać skóry i oczu"", ""spłukać wodą"", ""nie stosować rozgrzane""]",
252,"[""tapicerka tekstylna"", ""dywany"", ""wykładziny"", ""odporne na wodę""]","[""materiały wrażliwe na wodę""]","[""ekstrakcyjne"", ""ręczne""]",[],"[""sprawdzić kolory"", ""unikać skóry i oczu"", ""unikać wody""]",
253,"[""tapicerka tekstylna"", ""tkaniny obiciowe"", ""tapicerka samochodowa""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""nie przemaczać"", ""unikać kontaktu z oczami""]",
254,"[""ciężarówki"", ""cysterny"", ""maszyny rolnicze"", ""kontenery"", ""silniki"", ""podzespoły mechaniczne"", ""elementy mechaniczne""]",[],"[""natryskowe"", ""bezdotykowe"", ""pianowe""]",[],"[""ochrona oczu i rąk"", ""nie mieszać chemikaliów"", ""unikać skóry i oczu"", ""próba wstępna"", ""aplikować i spłukać""]",silnie zasadowy
255,"[""odporne na alkalia"", ""pojazdy"", ""maszyny"", ""posadzki przemysłowe"", ""elementy mechaniczne""]","[""powierzchnie wrażliwe na zasady"", ""aluminium"", ""metale kolorowe""]","[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""unikać skóry i oczu"", ""unikać zasad""]",zasadowy
256,"[""karoseria"", ""samochody dostawcze"", ""autobusy"", ""tramwaje"", ""wagony kolejowe"", ""ciężarówki"", ""zewnętrzne powierzchnie pojazdów""]",[],"[""bezdotykowe"", ""natryskowe"", ""pianowe""]",[],"[""ochrona oczu i rąk"", ""próba wstępna"", ""unikać skóry i oczu""]",
257,"[""szyby samochodowe"", ""reflektory"", ""lakier samochodowy"", ""uszczelki gumowe""]",[],"[""natryskowe"", ""spryskiwacze samochodowe""]",[],"[""nie połykać"", ""unikać kontaktu z oczami"", ""produkt łatwopalny""]",
258,"[""tworzywa sztuczne"", ""plastiki samochodowe"", ""kokpit"", ""panele drzwiowe"", ""elementy plastikowe""]",[],"[""ręczne""]",[],"[""próba wstępna"", ""nie stosować rozgrzane"", ""unikać skóry i oczu"", ""stosować zgodnie z etykietą""]",
259,"[""hamulce"", ""części metalowe"", ""narzędzia warsztatowe"", ""podzespoły mechaniczne""]",[],"[""ręczne"", ""natryskowe""]",[],"[""produkt łatwopalny"", ""wentylacja"", ""unikać wdychania"", ""próba wstępna""]",
260,"[""hamulce"", ""sprzęgła"", ""części metalowe""]","[""rozgrzane powierzchnie"", ""powierzchnie lakierowane"", ""tworzywa wrażliwe na rozpuszczalniki"", ""guma""]","[""ręczne"", ""natryskowe""]",[],"[""produkt łatwopalny"", ""wentylacja"", ""unikać skóry i oczu"", ""próba wstępna""]",
261,"[""metal"", ""stal"", ""żeliwo"", ""elementy mechaniczne"", ""śruby"", ""nakrętki"", ""zawiasy"", ""zamki"", ""łańcuchy"", ""narzędzia""]",[],"[""ręczne"", ""natryskowe""]",[],"[""wentylacja"", ""unikać skóry i oczu"", ""nie stosować przy ogniu""]",
262,"[""stal"", ""żeliwo""]",[],"[""ręczne"", ""natryskowe""]",[],"[""ochrona oczu i rąk"", ""wentylacja"", ""unikać skóry i oczu""]",
