product_id,product_name,title,content_encoded,short_description,right_description,technical_sheet,categories
127,Zurada Kuchnia Blask,Płyn do mycia kuchni,"Zurada Kuchnia Blask to gotowy do użycia preparat przeznaczony do codziennego mycia powierzchni kuchennych. Skutecznie usuwa tłuszcz, zaschnięte zabrudzenia oraz osady powstające podczas gotowania. Pozostawia czyszczone powierzchnie lśniące, świeże i przyjemnie pachnące czarnymi winogronami. Sprawdza się przy pielęgnacji kuchenek, blatów, okapów, zlewów oraz płytek kuchennych.","Skuteczny płyn do kuchni usuwający tłuszcz i stary brud, o zapachu czarnych winogron.",Preparat działa szybko i bezpiecznie na typowych powierzchniach kuchennych. Formuła ułatwia usuwanie tłustych zabrudzeń bez konieczności intensywnego szorowania.,"pH: brak danych, rozcieńczanie: produkt gotowy do użycia, zapach: czarne winogrona, zastosowanie: mycie powierzchni kuchennych, temperatura użycia: pokojowa","dla-domu,kuchnia,plyny-do-kuchni,odtluszczacze"
128,Zurada Nagar Stop,Płyn do piekarników i kominków,"Zurada Nagar Stop to mocny preparat zasadowy przeznaczony do czyszczenia trudnych zabrudzeń pochodzących z tłuszczu, sadzy i przypaleń. Sprawdza się przy myciu wnętrz piekarników, szyb kominkowych, rusztów, grilli oraz naczyń z uporczywym nagarem. Formuła szybko rozpuszcza zabrudzenia, ograniczając potrzebę intensywnego szorowania. Produkt jest przeznaczony do stosowania miejscowego na zabrudzone powierzchnie odporne na silnie zasadowe środki czyszczące.","Silnie zasadowy płyn do usuwania tłuszczu, nagaru i sadzy z piekarników, kominków oraz grilli.","Preparat działa szybko i skutecznie na zwęglone osady, tłuste przypalenia oraz sadzę. Wysokie pH pomaga rozbić ciężkie zabrudzenia kuchenne i kominkowe już po krótkim czasie kontaktu.","pH: 14, odczyn: silnie zasadowy, stosowanie: bez rozcieńczania, czas działania: około 3 min, zapach: sosnowy, przeznaczenie: nagar, sadza, tłuszcz, przypalenia","dla-domu,kuchnia,piekarniki-i-kominki,grille,odtluszczacze,srodki-do-nagaru"
129,Zurada Szkło Klar,Płyn do szyb i luster Dom,"Zurada Szkło Klar to skuteczny preparat do codziennego mycia szyb, luster i powierzchni szklanych. Usuwa typowe zabrudzenia, osady oraz ślady dotyku, pozostawiając czystą i przejrzystą powierzchnię. Formuła szybko odparowuje, ogranicza powstawanie smug oraz pomaga zmniejszyć parowanie i ponowne osiadanie kurzu. Produkt ma przyjemny, owocowy zapach gruszki i mirabelki.","Gotowy płyn do szyb i luster, szybko odparowuje i nie pozostawia smug.","Preparat jest gotowy do użycia i wygodny w aplikacji natryskowej. Sprawdza się w domu, biurze oraz w miejscach wymagających szybkiego odświeżenia powierzchni szklanych.","pH: brak danych, rozcieńczenie: gotowy do użycia, aplikacja: spryskać i wytrzeć do sucha, efekt: bez smug, zapach: gruszka i mirabelka, właściwości: szybkie odparowanie","dla-domu,kuchnia,salon,mycie-szyb,mycie-luster"
130,Zurada Celuloza Duo,Dwuwarstwowy ręcznik papierowy,"Zurada Celuloza Duo to dwuwarstwowy ręcznik papierowy przeznaczony do codziennego użytku w kuchni, domu, biurze i zapleczu sanitarnym. Wykonany z celulozy zapewnia dobrą chłonność oraz wytrzymałość podczas wycierania wilgoci i lekkich zabrudzeń. Delikatna struktura ułatwia komfortowe osuszanie rąk, blatów i akcesoriów użytkowych. Produkt sprawdza się jako praktyczne czyściwo jednorazowe wszędzie tam, gdzie liczy się higiena i szybkie pochłanianie płynów.","Chłonny, dwuwarstwowy ręcznik celulozowy do codziennego wycierania i osuszania.","Dwuwarstwowa budowa zwiększa odporność na rozrywanie i poprawia chłonność. Ręcznik jest wygodny w codziennym stosowaniu do osuszania rąk, powierzchni roboczych oraz drobnych rozlań.","pH: nie dotyczy, materiał: celuloza, liczba warstw: 2, zastosowanie: wycieranie i osuszanie, rozcieńczenie: nie dotyczy, temperatura użycia: pokojowa","dla-domu,kuchnia,czysciwa-i-mikrofibry,reczniki-papierowe"
131,Zurada Fuga Expert,Zestaw do czyszczenia fug Dom,"Zurada Fuga Expert to zestaw przeznaczony do dokładnego czyszczenia fug, spoin oraz drobnych detali w kuchni i łazience. Skoncentrowany preparat czyszcząco-odtłuszczający pomaga usuwać uporczywe zabrudzenia, osady użytkowe i tłuste naloty. Produkt sprawdza się przy ręcznej pracy w trudno dostępnych miejscach, gdzie potrzebna jest precyzja i intensywne działanie. Zaleca się wykonanie próby na mało widocznym fragmencie powierzchni.","Komplet do gruntownego czyszczenia fug, detali i trudno dostępnych miejsc.",Zestaw ułatwia gruntowne doczyszczanie fug i wąskich przestrzeni między płytkami. Formuła odtłuszczająca wspiera usuwanie zabrudzeń codziennych oraz nagromadzonych osadów.,"pH: brak danych, postać: koncentrat czyszcząco-odtłuszczający, zastosowanie: fugi i detale, metoda: czyszczenie ręczne, rozcieńczanie: zależnie od stopnia zabrudzenia, temperatura pracy: pokojowa","dla-domu,lazienka,kuchnia,czyszczenie-fug,srodki-czyszczace"
132,Zurada Fuga Klar,Koncentrat do fug i bruku Łazienka,"Zurada Bruk Czysty to skoncentrowany preparat do gruntownego czyszczenia powierzchni zewnętrznych i technicznych. Skutecznie usuwa stary brud, tłuste plamy, osady eksploatacyjne oraz sadzę. Sprawdza się przy myciu fug, posadzek, elewacji, kostki brukowej i tarasów. Formuła czyszcząco-odtłuszczająca ułatwia odświeżenie mocno zabrudzonych powierzchni.","Skoncentrowany środek do gruntownego mycia fug, posadzek, elewacji, kostki brukowej i tarasów.",Preparat przeznaczony jest do intensywnego czyszczenia zabrudzeń mineralnych i użytkowych na powierzchniach budowlanych. Koncentrat można dostosować do stopnia zabrudzenia poprzez rozcieńczenie wodą.,"pH: brak danych, forma: koncentrat, rozcieńczanie: wodą zależnie od stopnia zabrudzenia, zastosowanie: mycie gruntowne, po użyciu: spłukać wodą, przed użyciem: wykonać próbę w mało widocznym miejscu","chemia-gospodarcza,lazienka,ogrod,kostka-brukowa,posadzki,elewacje,fugi"
133,Zurada Kamień Łazienka,Mocny odkamieniacz łazienkowy,"Zurada Kamień Stop to skuteczny preparat do czyszczenia powierzchni narażonych na osady z twardej wody. Usuwa kamień, naloty wapienne oraz ślady rdzy z ceramiki, szkła, metalu i armatury łazienkowej. Przywraca powierzchniom czystość i połysk, pozostawiając przyjemny kwiatowy zapach. Produkt przeznaczony jest do regularnego oraz okresowego czyszczenia w łazienkach i pomieszczeniach sanitarnych.","Kwaśny preparat do usuwania kamienia, rdzy i osadów z ceramiki, szkła, metalu oraz armatury.","Silnie działająca formuła kwaśna rozpuszcza osady wapienne i rdzawe naloty bez konieczności intensywnego szorowania. Sprawdza się na umywalkach, kabinach prysznicowych, bateriach, płytkach i elementach szklanych.","pH: kwaśny (1-3), stosowanie: bez rozcieńczania, czas kontaktu: 1-5 min, temperatura pracy: pokojowa, zapach: kwiatowy, po użyciu spłukać wodą","dla-domu,lazienka,odkamieniacze,srodki-do-lazienki"
134,Zurada Różana Piana,Delikatne mydło w pianie Dom 1,"Zurada Różana Piana to delikatne mydło w formie lekkiej pianki przeznaczone do codziennej higieny rąk. Skutecznie usuwa typowe zabrudzenia, jednocześnie pozostawiając skórę gładką i miękką w dotyku. Formuła z dodatkiem nawilżającym pomaga ograniczyć uczucie przesuszenia po myciu. Produkt sprawdzi się w łazienkach domowych, biurowych i obiektach użyteczności publicznej.",Łagodne mydło pianowe do rąk o różanym zapachu z dodatkiem nawilżającym.,Łagodna pianka dobrze rozprowadza się na dłoniach i łatwo spłukuje wodą. Przyjemny zapach lodowej róży podnosi komfort codziennego stosowania.,"pH: brak danych, stosowanie: bez rozcieńczania, aplikacja: dozownik pianowy, zapach: lodowa róża, przeznaczenie: higiena rąk","higiena-rak,mydla-w-pianie,lazienka,dla-domu"
135,Zurada Piana Kwiatowa,Delikatne mydło w pianie Dom 2,"Zurada Piana Kwiatowa to delikatne mydło w formie piany przeznaczone do codziennej higieny rąk. Skutecznie usuwa typowe zabrudzenia, pozostawiając skórę gładką i miękką w dotyku. Formuła z dodatkiem nawilżającym pomaga ograniczyć uczucie przesuszenia po myciu. Produkt jest odpowiedni do stosowania w łazienkach domowych, biurowych i ogólnodostępnych.","Łagodne mydło w pianie do codziennego mycia rąk, z dodatkiem nawilżającym.","Mydło tworzy lekką, przyjemną pianę, która łatwo rozprowadza się na dłoniach i szybko spłukuje. Łagodna formuła nie podrażnia skóry rąk przy standardowym użytkowaniu.","pH: brak danych, stosowanie: bez rozcieńczania, forma: piana, aplikacja: dozownik pianowy, zapach: kwiatowy, przeznaczenie: higiena rąk","dla-domu,lazienka,higiena-rak,mydla-w-pianie"
136,Zurada Kwiatowa Dłoń,Kwiatowe mydło w płynie,"Zurada Kwiatowa Dłoń to delikatne mydło w płynie przeznaczone do codziennej higieny rąk. Skutecznie usuwa typowe zabrudzenia, pozostawiając skórę czystą, gładką i miękką w dotyku. Przyjemny, kwiatowy zapach zapewnia uczucie świeżości po każdym użyciu. Formuła jest łagodna dla skóry dłoni i odpowiednia do częstego stosowania.","Delikatne mydło do rąk o kwiatowym zapachu, skutecznie usuwające codzienne zabrudzenia.","Produkt gotowy do użycia, łatwy w dozowaniu i przeznaczony do mycia rąk w domu, biurze oraz obiektach użytkowych. Delikatna konsystencja dobrze się rozprowadza i spłukuje wodą, nie pozostawiając nieprzyjemnego filmu.","pH: brak danych, produkt gotowy do użycia, stosować bez rozcieńczania, nanieść niewielką ilość na mokre dłonie, spienić i spłukać wodą, do codziennego stosowania","mydla-w-plynie, higiena-rak, lazienka, dla-domu"
137,Zurada Pomarańczowe Dłonie,Mydło w płynie pomarańczowe Dom,"Zurada Pomarańczowe Dłonie to łagodne mydło w płynie przeznaczone do codziennego mycia rąk. Skutecznie usuwa typowe zabrudzenia, pozostawiając skórę czystą, gładką i miękką w dotyku. Przyjemny, cytrusowy zapach pomarańczy zapewnia uczucie świeżości po każdym użyciu. Formuła nadaje się do stosowania w łazienkach domowych, biurowych i sanitarnych.",Delikatne mydło w płynie o zapachu soczystej pomarańczy do codziennej higieny dłoni.,"Produkt gotowy do użycia, przeznaczony do higienicznego mycia dłoni. Delikatna formuła nie powinna podrażniać skóry przy prawidłowym stosowaniu.","pH: brak danych, rozcieńczanie: nie rozcieńczać, zastosowanie: mycie rąk, zapach: pomarańczowy, forma: płyn, temperatura użycia: pokojowa","dla-domu,lazienka,higiena-rak,mydla-w-plynie"
138,Zurada Łazienka Blask,Płyn do mycia łazienki,"Zurada Łazienka Blask to preparat do codziennego i okresowego czyszczenia powierzchni łazienkowych. Skutecznie usuwa osady z twardej wody, kamień, ślady rdzy oraz typowe zabrudzenia sanitarne. Nadaje czyszczonym powierzchniom połysk i pozostawia przyjemny, świeży zapach. Produkt sprawdza się na ceramice, elementach metalowych oraz powierzchniach z tworzyw sztucznych.","Skuteczny płyn do czyszczenia łazienki, usuwający kamień, rdzę i osady z twardej wody.","Preparat działa szybko na osady mineralne i zabrudzenia łazienkowe. Pomaga przywrócić czystość oraz połysk armaturze, ceramice i akcesoriom sanitarnym.","pH: brak danych, zastosowanie: łazienki i sanitariaty, rozcieńczenie: gotowy do użycia, działanie: usuwa kamień rdzę i osady z twardej wody, zapach: egzotyczny, temperatura stosowania: pokojowa","chemia-gospodarcza,lazienka,plyny-do-lazienki,usuwanie-kamienia,usuwanie-rdzy"
139,Zurada WC Żel Dom,Żel do WC,"Zurada Sanit Żel to skuteczny preparat do czyszczenia muszli WC oraz innych urządzeń sanitarnych. Gęsta formuła dobrze przylega do pionowych powierzchni, ułatwiając usuwanie kamienia, rdzy i osadów z twardej wody. Produkt pozostawia świeży, kwiatowy zapach i pomaga utrzymać higieniczną czystość w łazience. Przeznaczony jest do stosowania bezpośredniego, szczególnie w miejscach narażonych na osady mineralne.","Gęsty żel do czyszczenia toalet i ceramiki sanitarnej, usuwa kamień, rdzę oraz osady.","Preparat działa na typowe zabrudzenia sanitarne, w tym kamień, rdzę i uporczywe naloty. Dzięki żelowej konsystencji dłużej utrzymuje się na czyszczonej powierzchni, zwiększając skuteczność działania.","pH: kwaśny, rozcieńczanie: stosować bez rozcieńczania, konsystencja: żel, zapach: kwiatowy, zastosowanie: toalety i urządzenia sanitarne, metoda: nanieść na powierzchnię, pozostawić, wyszorować i spłukać wodą","lazienka,wc,zele-do-wc,czyszczenie-sanitarne,odkamienianie"
140,Zurada Cement Stop,Kwaśny środek do cementu,"Zurada Cement Stop to kwaśny koncentrat czyszczący przeznaczony do usuwania zabrudzeń cementowych, osadów mineralnych i nalotów rdzy. Formuła pianowa długo utrzymuje się na powierzchni, ułatwiając działanie na pionowych elementach maszyn i pojazdów specjalistycznych. Preparat sprawdza się przy myciu urządzeń budowlanych, betoniarek, elementów karoserii oraz szyb odpornych na działanie środków kwaśnych. Przed użyciem zaleca się wykonanie próby w mało widocznym miejscu.","Kwaśny koncentrat do usuwania cementu, kamienia i rdzy z maszyn oraz pojazdów budowlanych.","Skutecznie rozpuszcza pozostałości cementu, kamienia i rdzawe naloty. Pianowa konsystencja ogranicza szybkie spływanie preparatu i poprawia kontakt z zabrudzeniem.","pH: kwaśny, postać: koncentrat pianowy, zastosowanie: cement kamień rdza, rozcieńczenie: zależnie od stopnia zabrudzenia, aplikacja: oprysk lub piana, spłukiwanie: wodą pod ciśnieniem","chemia-budowlana,maszyny-budowlane,usuwanie-cementu,odkamieniacze,odrdzewiacze"
141,Zurada Ceram Ochrona,Pasta ceramiczna w aerozolu Warsztat 2,"Profesjonalna pasta ceramiczna w aerozolu przeznaczona do zabezpieczania elementów pracujących w wymagających warunkach. Tworzy trwałą warstwę ochronną odporną na bardzo wysokie temperatury, duże obciążenia, korozję oraz ścieranie. Ułatwia późniejszy demontaż połączeń i ogranicza ryzyko zapieczenia lub zatarcia elementów. Produkt sprawdza się w serwisie maszyn, pojazdów oraz urządzeń technicznych.","Pasta ceramiczna w aerozolu do ochrony elementów metalowych przed temperaturą, korozją i zatarciem.","Preparat zapewnia skuteczną ochronę elementów metalowych narażonych na wysoką temperaturę i intensywną eksploatację. Forma aerozolu umożliwia wygodną, równomierną aplikację cienkiej warstwy pasty.","pH: nie dotyczy, rozcieńczenie: gotowy do użycia, forma: aerozol, odporność temperaturowa: do +1200°C, aplikacja: cienka warstwa, zastosowanie: elementy metalowe i połączenia montażowe","smary,pasty-montazowe,chemia-warsztatowa,maszyny-budowlane,pojazdy-specjalne"
142,Zurada Ciężar Max,Koncentrat do ciężkich zabrudzeń,"Zurada Ciężar Max to silnie skoncentrowany, dwufazowy preparat przeznaczony do bezdotykowego mycia pojazdów ciężarowych, cystern, maszyn rolniczych, kontenerów, naczep i podwozi. Skutecznie rozpuszcza smary, oleje, tłuszcze oraz ciężkie zabrudzenia drogowe i eksploatacyjne. Formuła sprawdza się w zastosowaniach profesjonalnych, szczególnie tam, gdzie standardowe środki myjące są niewystarczające. Przed użyciem produkt należy dokładnie wymieszać i stosować zgodnie z zalecanym rozcieńczeniem.","Dwufazowy koncentrat do bezdotykowego mycia pojazdów, maszyn i podwozi z trudnych zabrudzeń.",Preparat zapewnia wysoką siłę odtłuszczania i szybkie działanie na uporczywe zabrudzenia. Najlepiej sprawdza się w myciu natryskowym i bezdotykowym dużych pojazdów oraz elementów roboczych maszyn.,"pH: zasadowy, produkt dwufazowy, silny koncentrat, stosować po wymieszaniu, metoda: mycie bezdotykowe/natryskowe, nie dopuszczać do wyschnięcia na powierzchni, wykonywać próbę w niewidocznym miejscu","chemia-do-pojazdow, mycie-ciezarowek, maszyny-budowlane, maszyny-rolnicze, odtluszczanie, mycie-bezdotykowe"
143,Zurada Piana Gęsta,Gęsta piana nabłyszczająca,"Profesjonalna aktywna piana przeznaczona do zewnętrznego mycia pojazdów oraz maszyn. Skutecznie usuwa brud drogowy, osady eksploatacyjne i typowe zabrudzenia komunikacyjne. Tworzy obfitą, stabilną pianę ułatwiającą bezpieczne odspajanie zanieczyszczeń z mytej powierzchni. Po spłukaniu pozostawia powierzchnię odświeżoną i wyraźnie nabłyszczoną.",Gęsta aktywna piana do mycia pojazdów z efektem wyraźnego połysku.,"Preparat nadaje się do stosowania w urządzeniach pianotwórczych oraz podczas mycia ręcznego. Gęsta konsystencja piany wydłuża czas kontaktu środka z zabrudzeniem, zwiększając skuteczność mycia.","pH: brak danych, rozcieńczanie: według stopnia zabrudzenia, zastosowanie: mycie zewnętrzne pojazdów, metoda: urządzenia pianotwórcze lub mycie ręczne, efekt: nabłyszczanie powierzchni","kosmetyki-samochodowe,mycie-zewnetrzne-samochodu,aktywne-piany,pojazdy-specjalne,maszyny-budowlane"
144,Zurada Tłuszcz Maszyny,Odtłuszczacz do maszyn i silników,"Profesjonalny preparat do odtłuszczania i mycia maszyn produkcyjnych, obrabiarek, silników oraz komór silnikowych. Skutecznie usuwa zabrudzenia z olejów, smarów, tłuszczu i sadzy, ułatwiając utrzymanie czystości w warsztacie i przemyśle. Formuła jest bezpieczna dla aluminium, metali oraz elementów z tworzyw sztucznych przy prawidłowym zastosowaniu. Nie pozostawia zacieków na plastikach i sprawdza się przy bieżącej pielęgnacji podzespołów technicznych.","Skuteczny odtłuszczacz do usuwania olejów, smarów, tłuszczu i sadzy z maszyn oraz silników.","Preparat działa szybko na typowe zabrudzenia eksploatacyjne występujące w pojazdach, maszynach i urządzeniach warsztatowych. Może być stosowany na elementach metalowych, aluminiowych i plastikowych bez ryzyka powstawania zacieków przy prawidłowej aplikacji.","pH: brak danych, rozcieńczenie: brak danych, zastosowanie: oleje smary tłuszcz sadza, aplikacja: ręczna lub natryskowa, temperatura: stosować na chłodne powierzchnie","chemia-warsztatowa,odtluszczacze,mycie-silnikow,maszyny-budowlane,pojazdy-specjalne"
145,Zurada Dystrybutor Max,Preparat do mycia dystrybutorów Stacja,"Profesjonalny preparat przeznaczony do gruntownego czyszczenia dystrybutorów paliwa oraz okolic wlewów paliwowych. Skutecznie usuwa tłuste zabrudzenia, osady eksploatacyjne i ślady po produktach ropopochodnych. Produkt ułatwia utrzymanie czystości na stacjach paliw, w warsztatach oraz zapleczach technicznych. Roztwór należy nanieść na zabrudzoną powierzchnię, pozostawić na krótki czas, a następnie usunąć zabrudzenia i spłukać wodą.",Skuteczny środek do gruntownego mycia dystrybutorów i wlewów paliwa.,Formuła szybko penetruje tłuste zabrudzenia i pomaga odtłuścić czyszczone elementy. Preparat sprawdza się przy bieżącym i gruntownym myciu miejsc narażonych na kontakt z paliwem.,"pH: brak danych, rozcieńczenie: stosować jako roztwór według stopnia zabrudzenia, czas kontaktu: 1-3 min, aplikacja: nanieść na powierzchnię, nie dopuścić do wyschnięcia, spłukać wodą","mycie-i-odtluszczanie, stacje-paliw, chemia-profesjonalna, pojazdy-specjalne"
146,Zurada Piana Mocna,Aktywna piana do ciężarówek,"Zurada Piana Mocna to skoncentrowany preparat pianowy przeznaczony do ciśnieniowego mycia pojazdów użytkowych. Gęsta piana długo utrzymuje się na powierzchni, ułatwiając rozpuszczanie typowych zabrudzeń drogowych i eksploatacyjnych. Produkt sprawdza się przy myciu samochodów dostawczych, ciężarowych oraz zewnętrznych elementów pojazdów specjalnych. Po zastosowaniu powierzchnię należy dokładnie spłukać wodą pod ciśnieniem.",Wydajny koncentrat pianowy do bezdotykowego mycia pojazdów dostawczych i ciężarowych.,"Mocna, aktywna piana do szybkiego mycia dużych powierzchni pojazdów. Koncentrat zapewnia dobrą przyczepność do czyszczonej powierzchni i wysoką wydajność pracy.","pH: brak danych, forma: koncentrat pianowy, zastosowanie: mycie bezdotykowe i ciśnieniowe, rozcieńczenie: według stopnia zabrudzenia, spłukiwanie: wodą pod ciśnieniem","chemia-samochodowa,piany-aktywne,mycie-ciezarowek,pojazdy-specjalne,maszyny-budowlane"
147,Zurada Śruba Luz,Odrdzewiacz penetracyjny z MoS2,"Zurada Śruba Luz to skuteczny preparat do odrdzewiania i luzowania zapieczonych połączeń mechanicznych. Dzięki właściwościom penetrującym dociera pomiędzy skorodowane elementy, ułatwiając demontaż śrub, nakrętek, sworzni i zawiasów. Dodatek dwusiarczku molibdenu ogranicza tarcie i wspiera pracę elementów po odblokowaniu. Produkt sprawdza się w warsztatach, serwisie maszyn, motoryzacji oraz przy konserwacji sprzętu budowlanego.",Penetrujący odrdzewiacz z MoS2 do luzowania zapieczonych połączeń metalowych.,Preparat szybko wnika w ogniska korozji i pomaga rozdzielać zakleszczone części metalowe. Warstwa smarna z MoS2 ułatwia dalszą pracę elementów i ogranicza ryzyko ponownego zapieczenia.,"pH: nie dotyczy/brak danych, stosowanie: bez rozcieńczania, aplikacja: natrysk miejscowy, składnik aktywny: dwusiarczek molibdenu MoS2, zastosowanie: zardzewiałe połączenia mechaniczne","odrdzewiacze-i-penetranty,chemia-warsztatowa,maszyny-budowlane,pojazdy-specjalne"
148,Zurada Smar Biały,Biały smar serwisowy Auto 2,"Zurada Smar Biały to uniwersalny preparat smarujący w aerozolu do prac serwisowych, warsztatowych i technicznych. Tworzy trwałą, białą warstwę smarną, która ogranicza tarcie, ułatwia pracę ruchomych elementów i zabezpiecza je przed korozją. Produkt sprawdza się w motoryzacji, przemyśle, rolnictwie oraz przy obsłudze maszyn i urządzeń. Wygodna aplikacja natryskowa pozwala precyzyjnie nanosić smar na zawiasy, prowadnice, łańcuchy, śruby i inne elementy mechaniczne.",Uniwersalny smar w sprayu zmniejszający tarcie i chroniący elementy przed korozją.,Preparat zapewnia długotrwałe smarowanie oraz ochronę przed wilgocią i korozją. Biała warstwa ułatwia kontrolę miejsca aplikacji i pozostaje widoczna na zabezpieczonej powierzchni.,"pH: nie dotyczy, forma: aerozol, aplikacja: natryskowa punktowa, przed użyciem wstrząsnąć, tworzy biały film smarny, ochrona antykorozyjna, stosować na czyste i suche elementy","smary,chemia-techniczna,motoryzacja,warsztat,przemysl,rolnictwo,maszyny-budowlane"
149,Zurada Bruk Czysty,Koncentrat do fug i bruku Ogród,"Zurada Bruk Czysty to skoncentrowany środek czyszcząco-odtłuszczający do intensywnego mycia powierzchni zewnętrznych i technicznych. Skutecznie usuwa stary brud, tłuste plamy, sadzę oraz uporczywe osady z fug, posadzek, elewacji, tarasów i kostki brukowej. Preparat sprawdza się przy pracach porządkowych wokół domu, w ogrodzie, na podjazdach oraz w obiektach użytkowych. Po zastosowaniu powierzchnię należy dokładnie spłukać wodą.","Skoncentrowany preparat do gruntownego mycia fug, posadzek, elewacji, tarasów i kostki brukowej.","Koncentrat o silnym działaniu myjącym i odtłuszczającym. Przeznaczony do gruntownego czyszczenia zabrudzeń eksploatacyjnych, tłustych nalotów i sadzy z trwałych powierzchni budowlanych.","pH: zasadowy (10-12), forma: koncentrat, rozcieńczenie: zależnie od stopnia zabrudzenia, aplikacja: ręczna lub natryskowa, po myciu spłukać wodą, zalecana próba w niewidocznym miejscu","mycie-i-odtluszczanie, czyszczenie-kostki-brukowej, czyszczenie-elewacji, ogrod-i-taras, chemia-budowlana"
150,Zurada Posadzka Siła,Płyn do posadzek przemysłowych Przemysł,"Zurada Posadzka Siła to preparat przeznaczony do mycia posadzek przemysłowych i warsztatowych. Skutecznie usuwa zabrudzenia pochodzące z olejów, tłuszczów i smarów. Sprawdza się w serwisach, halach produkcyjnych oraz pomieszczeniach technicznych. Po użyciu pozostawia świeży, przyjemny zapach.","Skuteczny płyn do mycia posadzek w halach, serwisach i warsztatach.",Preparat wspiera szybkie usuwanie typowych zabrudzeń warsztatowych i przemysłowych. Nadaje się do regularnego utrzymania czystości dużych powierzchni podłogowych.,"pH: brak danych, rozcieńczanie: według stopnia zabrudzenia, zastosowanie: posadzki przemysłowe i warsztatowe, zabrudzenia: oleje/tłuszcze/smary, zapach: świeży","przemysl-i-warsztat,mycie-i-odtluszczanie,posadzki-przemyslowe"
151,Zurada Izopropyl Czysty,Czysty alkohol izopropylowy Auto 1,"Zurada Izopropyl Czysty to 100% alkohol izopropylowy przeznaczony do szybkiego odtłuszczania i przygotowania powierzchni. Skutecznie usuwa lekkie zabrudzenia, kurz, ślady palców oraz pozostałości po pastach polerskich. Szybko odparowuje, pozostawiając czystą powierzchnię gotową do dalszej pracy. Produkt sprawdza się przy pielęgnacji elementów lakierowanych oraz szklanych.",Czysty alkohol izopropylowy do odtłuszczania powierzchni lakierowanych i szklanych.,"Preparat działa szybko i nie wymaga spłukiwania. Jest odpowiedni do prac warsztatowych, detailingowych i serwisowych, gdzie liczy się czysta, odtłuszczona powierzchnia.","pH: nie określono, stężenie: 100% alkohol izopropylowy, rozcieńczanie: nie wymaga, aplikacja: ręczna lub natryskowa, spłukiwanie: nie wymagane, czas odparowania: krótki, temperatura pracy: pokojowa","przemysl-i-warsztat,mycie-i-odtluszczanie,kosmetyka-samochodowa,mycie-zewnetrzne-samochodu"
152,Zurada Odtłuszczacz Uni,Uniwersalny odtłuszczacz powierzchni,"Zurada Tłuszcz Stop to uniwersalny preparat przeznaczony do intensywnego mycia i odtłuszczania różnych powierzchni. Skutecznie usuwa tłuszcze, smary, oleje oraz utrwalony brud eksploatacyjny. Może być stosowany na powierzchniach metalowych, ceramicznych, plastikowych i tekstylnych. Formuła jest bezpieczna także dla aluminium oraz stali nierdzewnej przy prawidłowym użyciu.","Preparat do gruntownego mycia i odtłuszczania metalu, ceramiki, plastiku i tekstyliów.","Środek pomaga szybko rozpuścić uporczywe zabrudzenia tłuszczowe i warsztatowe. Sprawdza się w zastosowaniach przemysłowych, warsztatowych oraz przy gruntownym czyszczeniu powierzchni użytkowych.","pH: brak danych, rozcieńczenie: brak danych, temperatura stosowania: brak danych, zastosowanie: mycie i odtłuszczanie, bezpieczny dla aluminium i stali nierdzewnej","przemysl-i-warsztat,mycie-i-odtluszczanie,odtluszczacze-uniwersalne"
153,Zurada Kaucja IBC,Kaucja za paletopojemnik 1000 l,"Zurada Kaucja IBC dotyczy wydania paletopojemnika o pojemności 1000 litrów jako opakowania zwrotnego. Pozycja nie jest środkiem chemicznym ani produktem czyszczącym, lecz elementem rozliczenia logistycznego przy zakupie towaru w opakowaniu IBC. Kaucja ułatwia bezpieczny obrót dużymi opakowaniami transportowymi i magazynowymi. Warunki zwrotu opakowania powinny być potwierdzone przy składaniu zamówienia.",Opłata kaucyjna za wydanie paletopojemnika IBC o pojemności 1000 litrów.,Opłata dotyczy paletopojemnika IBC 1000 l wydawanego wraz z produktem. Kaucja ma charakter zwrotny zgodnie z ustalonymi warunkami obrotu opakowaniami.,"pojemność: 1000 l, typ: paletopojemnik IBC, charakter: opłata kaucyjna, pH: nie dotyczy, rozcieńczanie: nie dotyczy, temperatura stosowania: nie dotyczy","opakowania,kaucje,paletopojemniki,przemysl-i-warsztat"
154,Zurada Szyba Powłoka,Płyn do szyb z powłoką,"Zurada Szyba Hydro to profesjonalny preparat do czyszczenia powierzchni szklanych, plastikowych i laminowanych. Formuła tworzy na mytej powierzchni cienką warstwę ułatwiającą spływanie wody oraz ograniczającą ponowne osadzanie się brudu. Produkt sprawdza się przy bieżącym myciu szyb, luster, elementów wyposażenia oraz gładkich powierzchni użytkowych. Pozostawia powierzchnię czystą i przejrzystą, poprawiając komfort codziennej pielęgnacji.","Profesjonalny płyn do mycia szyb, szkła, plastiku i laminatów z efektem szybszego spływania wody.","Preparat przeznaczony jest do szybkiego czyszczenia szkła, plastiku i laminatów. Warstwa hydrofobowa wspomaga odprowadzanie wody i zabrudzeń, dzięki czemu powierzchnie dłużej zachowują estetyczny wygląd.","pH: brak danych, stosowanie: gotowy do użycia, aplikacja: spryskać powierzchnię i wytrzeć do sucha, efekt: szybsze spływanie wody i brudu, przeznaczenie: szkło plastik laminaty","plyny-do-szyb,mycie-i-pielegnacja-wnetrza,mycie-i-odtluszczanie,chemia-profesjonalna"
