product_id,product_name,title,content_encoded,short_description,right_description,technical_sheet,categories
42,Zurada Piana Błysk,Pieniący płyn do podłóg,"Zurada Piana Błysk to pieniący, zapachowy płyn z alkoholem przeznaczony do ręcznego mycia zmywalnych powierzchni. Sprawdza się przy czyszczeniu podłóg, ścian i sufitów, zapewniając skuteczne usuwanie bieżących zabrudzeń. W zależności od stopnia zabrudzenia stosować 25-300 ml na 10 litrów wody o temperaturze około 20-30°C. Nie używać na powierzchniach nieodpornych na wodę i alkohol ani zabezpieczonych polimerem; przed pierwszym użyciem wykonać próbę w niewidocznym miejscu.","Pieniący, zapachowy płyn z alkoholem do ręcznego mycia wszystkich rodzajów podłóg i powierzchni.","Właściwości: Wydajny koncentrat. Dzięki zawartości alkoholu przyspiesza wysychanie. Nie pozostawia smug i zacieków. Nadaje delikatny połysk. Ma intensywny, długotrwały owocowy zapach.","Ekologiczny, skoncentrowany płyn do maszynowego mycia podłóg. Niskopieniący preparat do czyszczenia wszystkich rodzajów podłóg ręcznie lub maszynowo. Skutecznie usuwa codzienne, jak i mocno przywarte zabrudzenia. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-reczne-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering"
43,Zurada Motor Moc,Pianka do odtłuszczania silnika,"Zurada Motor Moc to gotowa do użycia pianka przeznaczona do odtłuszczania i czyszczenia silników samochodowych oraz przemysłowych. Przed użyciem upewnij się, że silnik jest zimny, a elementy układu elektrycznego zostały odpowiednio zabezpieczone. Nanieś piankę na zabrudzone powierzchnie, odczekaj 30–45 sekund, a następnie spłucz wodą, najlepiej pod ciśnieniem; przy silnych zabrudzeniach usuń brud mechanicznie, np. szczotką. Po zakończeniu pracy przepłucz końcówkę spryskiwacza wodą, aby zapobiec jej zatykaniu.",Gotowa do użycia pianka do odtłuszczania i czyszczenia silników samochodowych.,"Właściwości: Idealny preparat do czyszczenia silników samochodowych oraz przemysłowych. Doskonale usuwa tłuste plamy z oleju lub smaru, osady soli i inne zanieczyszczenia drogowe. Preparat gotowy do użycia.",,"chemia-samochodowa, silniki"
44,Zurada Silnik Moc,Preparat do mycia silnika,"Preparat do ręcznego mycia w formie piany lub mgiełki, przeznaczony do usuwania smarów i zabrudzeń z silników, narzędzi oraz elementów metalowych, plastikowych i gumowych. W zależności od stopnia i rodzaju zanieczyszczenia można stosować piankę lub rozpylony płyn, aby uzyskać najlepszy efekt czyszczenia. Produkt przeznaczony do codziennego użytku w warsztacie i garażu, z zachowaniem podstawowych zasad bezpieczeństwa. Unikać kontaktu z oczami i po użyciu dokładnie umyć ręce.","Preparat do skutecznego mycia silnika, narzędzi i elementów metalowych z usuwaniem smarów.","Właściwości: Bardzo silne działanie czyszczące przy jednoczesnym łagodnym działaniu na skórę i powierzchnie. Usuwa oleje, smary oraz mocne zabrudzenia drogowe. Można stosować na wszystkie powierzchnie, również na lakier samochodowy.",,"chemia-samochodowa, silniki"
45,Zurada Odtłuszczacz Moc,Koncentrat do odtłuszczania,"Skoncentrowany preparat do odtłuszczania przeznaczony do mycia ręcznego, ciśnieniowego i maszynowego, także w systemach CIP. Sprawdza się przy czyszczeniu blatów, podłóg, ścian, naczyń, narzędzi warsztatowych, części samochodowych oraz innych silnie zatłuszczonych powierzchni. W zależności od stopnia zabrudzenia stosować w rozcieńczeniu 50-200 ml na 10 l wody, najlepiej w temperaturze 20-30°C. Po użyciu na powierzchniach mających kontakt z żywnością należy spłukać czystą wodą pitną, a przed pierwszym zastosowaniem wykonać próbę w niewidocznym miejscu.","Skoncentrowany, niepieniący preparat do skutecznego odtłuszczania powierzchni i przedmiotów.","Właściwości: Koncentrat. Skutecznie usuwa zabrudzenia: ropopochodne, oleje, smary oraz tłuszcze kuchenne. Nadaje się do mycia ręcznego i maszynowego. Można używać do czyszczenia praktycznie każdej powierzchni (podłóg, ścian, sufitów) oraz przedmiotów. Można stosować do powierzchni wrażliwych na działanie alkaliów np. do aluminium. Produkt można stosować w przemyśle spożywczym. Wszystkie składniki preparatu są całkiem rozpuszczalne w wodzie. Po umyciu powierzchnie kontaktujące należy dokładnie spłukać wodą zdatną do picia.",,"horeca-hotele, chemia-samochodowa, odtluszczanie-catering, silniki, mycie-podlog-w-warsztatach"
46,Zurada Posadzka Lux,Płyn do mycia podłóg,"Płyn do ręcznego mycia podłóg przeznaczony do wszystkich rodzajów podłóg, a także tworzyw sztucznych, PVC, kamienia syntetycznego, kamienia naturalnego, płytek ceramicznych i gresu. Nie zawiera SLS, dodecylobenzenosulfonianów, EDTA ani NTA, dzięki czemu sprawdzi się w codziennym, ekologicznym sprzątaniu. Zalecane dozowanie to 5 ml na 1 L wody; przy lekkich zabrudzeniach wystarczy 3 ml na 1 L wody. Produkt należy rozpuścić w wodzie o temperaturze 20–30°C, umyć podłogę ręcznie, a puste opakowanie przeznaczyć do recyklingu.","Ekologiczny, skoncentrowany płyn do ręcznego mycia podłóg.","Właściwości: Mocno pieniący preparat do ręcznego czyszczenia wszystkich rodzajów podłóg. Skutecznie usuwa codzienne oraz mocno przywarte zabrudzenia. Bardzo dobrze działa zarówno w ciepłej, jak i zimnej wodzie. Nie pozostawia smug i wydobywa naturalny blask czyszczonej podłogi. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego.","Ekologiczny, skoncentrowany płyn do maszynowego mycia podłóg. Niskopieniący preparat do czyszczenia wszystkich rodzajów podłóg ręcznie lub maszynowo. Skutecznie usuwa codzienne, jak i mocno przywarte zabrudzenia. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","ekologiczne-produkty-eu-ecolabel, mycie-podlog-reczne"
47,Zurada Drewno Blask,Płyn do podłóg drewnianych,"Płyn do ręcznego mycia podłóg drewnianych, paneli i parkietów. Skutecznie usuwa bieżące zabrudzenia, pozostawiając świeży zapach i czystą, zadbaną powierzchnię. Zalecany do mycia ręcznego, z odpowiednim dozowaniem w zależności od stopnia zabrudzenia. Nie stosować na niezaimpregnowanym drewnie oraz powierzchniach niewytrzymujących kontaktu z wodą.","Pieniący, zapachowy płyn do ręcznego mycia paneli, parkietów oraz podłóg drewnianych.","Właściwości: Wydajny koncentrat. Skutecznie usuwa zabrudzenia i pielęgnuje podłogi. Pogłębia naturalny kolor i nabłyszcza powierzchnię. Ma odczyn neutralny i jest łagodny dla czyszczonych powierzchni. Pozostawia intensywny, długotrwały zapach.",,"mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-reczne-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering"
48,Zurada Błysk Podłóg,Płyn do mycia podłóg,"Skoncentrowany preparat do ręcznego mycia podłóg zmywalnych, skuteczny przy silnych zabrudzeniach i tłustych osadach. Nadaje się do glazury, gresu, terakoty, klinkieru, lastryko, granitu oraz odpornych na zasady podłóg żywicznych. Nie stosować na drewno, panele, powierzchnie lakierowane i malowane oraz na aluminium i inne metale wrażliwe na zasady. Zalecane dozowanie: 50-200 ml na 10 l wody, w zależności od stopnia zabrudzenia; przed pierwszym użyciem wykonać próbę w niewidocznym miejscu.",Skoncentrowany preparat do mycia silnie zabrudzonych i zaolejonych podłóg.,"Właściwości: Wydajny koncentrat. Rozpuszcza uporczywe zabrudzenia. Skutecznie usuwa: zabrudzenia ropopochodne, oleje, smary oraz tłuszcze kuchenne. Polecany do stosowania w kuchniach, warsztatach i halach produkcyjnych.","Ekologiczny, skoncentrowany płyn do maszynowego mycia podłóg. Niskopieniący preparat do czyszczenia wszystkich rodzajów podłóg ręcznie lub maszynowo. Skutecznie usuwa codzienne, jak i mocno przywarte zabrudzenia. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-reczne-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering"
49,Zurada Podłoga Moc,Koncentrat do tłustych podłóg,"Zurada Podłoga Moc to skoncentrowany preparat do mycia podłóg narażonych na tłuste i uporczywe zabrudzenia. Nadaje się do stosowania ręcznego oraz maszynowego na powierzchniach odpornych na działanie wody i środków czyszczących. Preparat należy rozcieńczyć z wodą zgodnie ze stopniem zabrudzenia, a przed pierwszym użyciem sprawdzić działanie w niewidocznym miejscu. Nie stosować na powierzchnie nieodporne na wodę lub środki odtłuszczające.",Koncentrat do ręcznego i maszynowego mycia oraz odtłuszczania silnie zabrudzonych podłóg.,"Właściwości: Wydajny koncentrat, mający silne działanie czyszczące. Niskopieniący do ręcznego i maszynowego mycia podłóg. Nie pozostawia smug i zacieków. Przyśpiesza wysychanie powierzchni. Mytym powierzchniom nadaje delikatny połysk. Ma intensywny, długotrwały, cytrusowy zapach. Floor Orange przeszedł pozytywnie badanie w zakresie antypoślizgowości. Powierzchnia po zastosowaniu preparatu spełnia wymagania normy PN-EN 13036-4.",,"mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-reczne-instytucje, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering, mycie-podlog-maszynowe-catering"
50,Zurada Szybka Czystość,Płyn do dezynfekcji powierzchni,"Gotowy do użycia preparat przeznaczony do mycia i szybkiej dezynfekcji powierzchni. Sprawdza się przy dezynfekcji przedmiotów, urządzeń, maszyn, podłóg, ścian, sufitów, blatów oraz innych powierzchni zmywalnych. Działa bakteriobójczo i grzybobójczo w 3 minuty w temperaturze 20°C, a wirusobójczo w czasie nie krótszym niż 5 minut w temperaturze 20°C. Po upływie wymaganego czasu kontaktu powierzchnie przeznaczone do kontaktu z żywnością należy spłukać wodą pitną.",Gotowy do użycia preparat do mycia i szybkiej dezynfekcji powierzchni.,"Właściwości: Gotowy do użycia płynny preparat przeznaczony do mycia i dezynfekcji powierzchni, przedmiotów, urządzeń i ciągów technologicznych w zakładach przemysłu kosmetycznego, farmaceutycznego, spożywczego (tj. mleczarstwie, przetwórstwie mięsnym i drobiarskim, browarach, przemyśle napojowym) w tym również powierzchni, mających kontakt z żywnością. Do stosowania w salonach odnowy biologicznej, zakładach fryzjersko-kosmetycznych, placówkach gastronomicznych, kuchniach zbiorowego żywienia, szkołach, przedszkolach oraz placówkach opiekuńczych. Produkt wykazuje działanie bakteriobójcze, wirusobójcze i grzybobójcze.",,"horeca-hotele, szkoly, firmy-sprzatajace, przemysl-farmaceutyczny, przemysl-kosmetyczny, dezynfekcja-powierzchni-i-urzadzen-instytucje, dezynfekcja-powierzchni-i-urzadzen-firmy-sprzatajace, dezynfekcja-powierzchni-i-urzadzen"
51,Zurada Pomarańczowa Moc,Pomarańczowy płyn do podłóg,"Zurada Pomarańczowa Moc to płyn do ręcznego mycia podłóg oraz innych zmywalnych powierzchni. Sprawdza się w obiektach horeca, szkołach, instytucjach, cateringu i firmach sprzątających. Skutecznie usuwa codzienne zabrudzenia i pozostawia świeży pomarańczowy zapach. Stosować zgodnie z zalecanym dozowaniem, a przed pierwszym użyciem sprawdzić działanie preparatu w niewidocznym miejscu.",Pomarańczowy płyn do ręcznego mycia podłóg i zmywalnych powierzchni.,"Właściwości: Wydajny koncentrat. Skutecznie usuwa i neutralizuje zabrudzenia typu: odchody, mocz, wymiociny i krew. Preparat do czyszczenia wszystkich zmywalnych powierzchni tj. podłogi, ściany, glazury, terakoty. Polecany do mycia: piwnic, komórek, klatek schodowych, toalet, sanitariatów. Ma silne właściwości wybielające. Czyści i wybiela zabrudzone fugi.",,"mycie-podlog-reczne-firmy-sprzatajace, horeca-hotele, mycie-podlog-reczne-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-reczne-catering"
52,Zurada Polimer Błysk,Akrylowa powłoka do posadzek,"Polymer Shine to ręcznie nakładana akrylowa powłoka ochronna do posadzek. Przeznaczona jest do linoleum, wykładzin PVC, winylu, kauczuku, epoksydu, betonu, kamienia oraz gresu o niewielkich fugach. Przed aplikacją powierzchnię należy dokładnie oczyścić, odtłuścić, zneutralizować i osuszyć, a następnie nałożyć cienką warstwę preparatu mopem. W zależności od oczekiwanego efektu zaleca się nałożenie 2–3 warstw, aplikowanych naprzemiennie.",Preparat do zabezpieczania posadzek na bazie polimerów akrylowych.,"Właściwości: Tworzy trwałą powłokę o intensywnym połysku. Skutecznie zabezpiecza powierzchnię przed brudem i uszkodzeniami. Jest odporny na ścieranie. Nie zwiększa poślizgowości podłogi. Polerowanie powierzchni pokrytej produktem Polymer Shine, zwiększa jej połysk, usuwa rysy i ślady powstałe podczas eksploatacji.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, zabezpieczanie-i-pielegnacja-podlog-firmy-sprzatajace, firmy-sprzatajace, zabezpieczanie-i-pielegnacja-podlog-instytucje, zabezpieczanie-i-pielegnacja-podlog"
53,Zurada Kwiat Podłogi,Koncentrat do mycia podłóg,"Zurada Kwiat Podłogi to koncentrat do mycia podłóg przeznaczony do stosowania ręcznego oraz w maszynach czyszczących, robotach myjących i mopach elektrycznych. Po rozcieńczeniu skutecznie usuwa kurz, tłuszcz oraz codzienne zabrudzenia z gresu, paneli, terakoty, płytek ceramicznych, winylu, marmuru i innych twardych powierzchni. Formuła nie pozostawia smug, osadów ani lepkiej warstwy, a przy prawidłowym dozowaniu jest bezpieczna dla powierzchni i elementów systemów dozujących. Delikatny, świeży zapach uprzyjemnia sprzątanie w firmach, instytucjach i obiektach cateringowych.","Skoncentrowany preparat do mycia podłóg ręcznie i maszynowo, także do systemów automatycznego dozowania.","Wysokiej jakości płyn czyszczący do robotów myjących i mopów automatycznych, skomponowany z myślą o nowoczesnych systemach sprzątających, które wymagają delikatnych, a zarazem skutecznych rozwiązań. To produkt opracowany specjalnie do użytku z inteligentnymi urządzeniami sprzątającymi, takimi jak roboty mopujące i mopy elektryczne, które dzięki niemu pracują efektywniej, pozostawiając podłogi nieskazitelnie czyste i świeżo pachnące.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","mycie-podlog-reczne-firmy-sprzatajace, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-reczne-instytucje, mycie-podlog-maszynowe-instytucje, mycie-podlog-reczne-catering, mycie-podlog-maszynowe-catering"
54,Zurada Przepływ,Żel do udrażniania odpływów,"Żel do udrażniania odpływów przeznaczony do ręcznego stosowania w syfonach, rurach, odpływach i kratkach kanalizacyjnych. Sprawdza się w kuchniach, toaletach oraz obiektach przemysłowych i użytkowych. W zależności od średnicy rury należy wlać 100-500 ml preparatu, pozostawić na 15-30 minut, a następnie spłukać dużą ilością wody. Nie stosować na powierzchniach wrażliwych na zasady oraz na elementach i instalacjach aluminiowych.",Gotowy do użycia żel do udrażniania rur i odpływów.,"Właściwości: Gotowy do użycia. Skutecznie rozpuszcza zanieczyszczenia organiczne, takie jak resztki jedzenia, tłuszcz, włosy, papier itp. Dzięki żelowej konsystencji ma wydłużony czas działania. Polecany do udrażniania syfonów, rur, odpływów, kratek kanalizacyjnych w kuchniach, łazienkach i toaletach. Neutralizuje nieprzyjemne zapachy. Nie powoduje czopowania odpływów, jak w przypadku preparatów w granulkach.",,"horeca-hotele, szkoly, firmy-sprzatajace, udraznianie-rur-i-odplywow, udraznianie-rur-i-odplywow-instytucje, udraznianie-rur-i-odplywow-firmy-sprzatajace"
55,Zurada Stal Błysk,Pianka do stali nierdzewnej,"Preparat przeznaczony do ręcznego czyszczenia i pielęgnacji powierzchni wykonanych ze stali nierdzewnej, stali kwasoodpornej, stali szlachetnej, stali stopowej oraz aluminium. Doskonale sprawdza się przy pielęgnacji wind, maszyn, balustrad, urządzeń i mebli. Wystarczy rozpylić niewielką ilość środka na czyszczoną powierzchnię, rozprowadzić, a następnie wytrzeć czyściwem lub ściereczką z mikrofibry. Przed pierwszym użyciem zaleca się wykonanie próby w niewidocznym miejscu oraz zapoznanie się z kartą charakterystyki produktu.","Preparat pielęgnująco-konserwujący do stali nierdzewnej, kwasoodpornej, szlachetnej, stopowej oraz aluminium.",Właściwości: Gotowy do użycia. Pozostawia warstwę ochronną. Nabłyszcza czyszczone powierzchnie. Zabezpiecza przed korozją.,"gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, firmy-sprzatajace, higiena-powierzchni-firmy-sprzatajace, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-powierzchni-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-powierzchni-catering, stal-nierdzewna"
56,Zurada Chłodny Błysk,Pianka do lodówek,"Preparat przeznaczony do ręcznego, pianowego czyszczenia lodówek, witryn chłodniczych oraz pojemników szklanych i plastikowych. Skutecznie usuwa zabrudzenia z powierzchni, a także nadaje się do pielęgnacji uszczelek. Nie stosować na powierzchniach wrażliwych na działanie wody i alkoholu. Przed użyciem zaleca się wykonanie próby w niewidocznym miejscu oraz zapoznanie się z kartą charakterystyki produktu.",Preparat do mycia lodówek i witryn chłodniczych.,Właściwości: Gotowy do użycia. Doskonale odtłuszcza czyszczone powierzchnie. Neutralizuje nieprzyjemne zapachy. Przyspiesza wysychanie mytej powierzchni. Nie pozostawia smug i zacieków. Zgodnie z wymaganiami HACCP nie zawiera barwników i kompozycji zapachowych.,"gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, szkoly, firmy-sprzatajace, higiena-lodowek-instytucje, higiena-lodowek-firmy-sprzatajace, higiena-lodowek"
57,Zurada Czysty Blask,Płyn do mycia maszynowego,"Niskopieniący, bezzapachowy płyn przeznaczony do maszynowego i ręcznego mycia podłóg. Sprawdza się na wszystkich powierzchniach odpornych na działanie wody, takich jak sklepy, galerie handlowe, dworce, szkoły, hale sportowe i obiekty przemysłowe. Nie zaleca się stosowania na powierzchniach nieodpornych na wodę ani zabezpieczonych polimerem. Przed pierwszym użyciem należy wykonać próbę w niewidocznym miejscu.","Niskopieniący, bezzapachowy płyn do maszynowego mycia podłóg.","Właściwości: Wydajny koncentrat. Polecany do mycia dużych powierzchni w obiektach tj.: sklepy, galerie handlowe, pasaże, dworce, szkoły, hale sportowe i przemysłowe. Skutecznie usuwa zabrudzenia eksploatacyjne. Nie pozostawia smug. Bezzapachowy zgodnie z wymaganiami HACCP. Preparat można stosować do mycia ręcznego i maszynowego.","gotowy do użycia preparat w formie pianki do czyszczenia powierzchni ponadpodłogowych. Doskonały do codziennego utrzymania czystości. Można regularnie stosować bez obawy uszkodzenia powierzchni. Pozostawia lśniące powierzchnie bez smug. Nie pozostawia tłustej powłoki. Bezpieczny dla skóry rąk. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
58,Zurada Gastro Piana,Pianka do urządzeń grzewczych,"Preparat w formie pianki przeznaczony do mycia gofrownic, naleśnikarek, tosterów, opiekaczy, urządzeń do kebabów i bemarów. Umożliwia ręczne lub natryskowe czyszczenie ciepłych powierzchni w zakresie 40–70°C, skutecznie rozpuszczając przypalenia i uporczywe zabrudzenia. Nie stosować na aluminium, miedź, mosiądz, powierzchnie malowane ani lakierowane oraz na piekarniki z funkcją automatycznego mycia. Po użyciu powierzchnię należy spłukać wodą zdatną do picia i stosować rękawice oraz okulary ochronne.","Pianka do mycia gofrownic, naleśnikarek, tosterów, kebabów i bemarów.","Właściwości: Preparat gotowy do użycia. Czyści urządzenia bez konieczności ich wypalania i powstawania dymu. Usuwa przypalenia samoczynnie, bez szorowania. Skutecznie rozpuszcza przypalone: cukry, białka, tłuszcze oraz sadzę.",,"horeca-hotele, szkoly, firmy-sprzatajace, higiena-piecow-catering, higiena-urzadzen, higiena-urzadzen-instytucje, higiena-urzadzen-firmy-sprzatajace, higiena-piecow-firmy-sprzatajace, higiena-piecow-instytucje"
59,Zurada Aromat Pro,Profesjonalny odświeżacz powietrza,"Profesjonalny odświeżacz powietrza przeznaczony do szybkiego odświeżania pomieszczeń w obiektach firmowych i instytucjonalnych. Produkt dostępny jest w wielu wariantach zapachowych, m.in. Dzika Amazonia, Górski wodospad, Otulający kaszmir, Gentleman, Kwiatowy, Spa relaks, Soczyste cytrusy, Wiosenna łąka i Zielona herbata. Wystarczy rozpylić niewielką ilość preparatu w pomieszczeniu, unikając kontaktu z oczami. Termin trwałości wynosi 24 miesiące, a produkt dostępny jest w opakowaniu 0,5 l ze spryskiwaczem.",Profesjonalny odświeżacz powietrza do intensywnego i długotrwałego odświeżania pomieszczeń.,Profesjonalne odświeżacze powietrza w płynie. Gotowy do użycia odświeżacz w atomizerze. Pozostawia długotrwały przyjemny zapach. Nie zawiera gazów.,,"horeca-hotele, szkoly, firmy-sprzatajace, odswiezacze-powietrza-instytucje, odswiezacze-powietrza-firmy-sprzatajace, odswiezacze-powietrza"
60,Zurada Floor Fresh,Niskopieniący płyn do podłóg,"Niskopieniący płyn do mycia podłóg przeznaczony do zastosowań maszynowych i ręcznych. Skutecznie czyści wszystkie zmywalne powierzchnie, pozostawiając świeży zapach. Nie stosować na powierzchniach nieodpornych na działanie wody lub alkoholu oraz zabezpieczonych polimerem. Zalecane dozowanie: 50-300 ml na 10 l wody, w zależności od stopnia zabrudzenia.","Zapachowy, niskopieniący płyn z alkoholem do maszynowego i ręcznego mycia podłóg.","Właściwości: Wydajny koncentrat. Polecany do bieżącego mycia powierzchni wielkometrażowych. Szybko wysycha i nie pozostawia smug oraz zacieków. Ma intensywny i długotrwały, owocowy zapach. Idealny do mycia powierzchni mocno połyskujących oraz szklistych. Przy regularnym stosowaniu samoczynnie nabłyszcza czyszczone powierzchnie.","Ekologiczny, skoncentrowany płyn do maszynowego mycia podłóg. Niskopieniący preparat do czyszczenia wszystkich rodzajów podłóg ręcznie lub maszynowo. Skutecznie usuwa codzienne, jak i mocno przywarte zabrudzenia. Ma przyjemny zapach, a kompozycja zapachowa jest zgodna ze standardami IFRA. Zawiera składniki m.in. pochodzenia roślinnego w tym certyfikowany olej palmowy zgodny z RSPO.","horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
61,Zurada Alkali Floor,Alkaliczny płyn do posadzek,"Zurada Alkali Floor to alkaliczny płyn przeznaczony do ręcznego i maszynowego mycia posadzek odpornych na działanie wody. Sprawdza się w obiektach horeca, szkołach, instytucjach, firmach sprzątających oraz w miejscach o dużym natężeniu ruchu. Preparat jest niskopieniący, dzięki czemu nadaje się do stosowania w automatach szorująco-zbierających. Nie stosować na powierzchniach wrażliwych na wodę lub zabezpieczonych powłokami polimerowymi; przed użyciem zaleca się wykonanie próby w niewidocznym miejscu.","Alkaliczny, niskopieniący płyn do ręcznego i maszynowego mycia posadzek.","Właściwości: Wydajny koncentrat. Polecany do mycia dużych powierzchni w obiektach tj.: sklepy, galerie handlowe, pasaże, dworce, szkoły, hale sportowe i przemysłowe. Skutecznie usuwa bieżące i długotrwałe zabrudzenia eksploatacyjne. Nie pozostawia smug i nie odkłada się warstwami. Pozostawia długotrwały kwiatowy zapach. Preparat można stosować do mycia ręcznego i maszynowego.",,"horeca-hotele, mycie-podlog-maszynowe-firmy-sprzatajace, mycie-podlog-maszynowe-instytucje, szkoly, firmy-sprzatajace, mycie-podlog-maszynowe-catering"
62,Zurada Czyste Dłonie,Bezalkoholowy płyn do rąk,"Zurada Czyste Dłonie to bezalkoholowy płyn przeznaczony do higienicznej dezynfekcji rąk w zastosowaniach profesjonalnych. Preparat należy wcierać w dłonie zgodnie z zaleceniami producenta, utrzymując skórę wilgotną przez wymagany czas działania. Nie stosować bezpośrednio na błony śluzowe ani otwarte rany; po użyciu w razie potrzeby spłukać ręce wodą. Przed pierwszym zastosowaniem należy zapoznać się z kartą charakterystyki i przestrzegać zasad bezpieczeństwa.",Bezalkoholowy płyn do higienicznej dezynfekcji rąk.,"Właściwości: Płyn do higienicznej dezynfekcji rąk o działaniu bakteriobójczym i wirusobójczym. Zalecany do stosowania w zakładach przemysłu kosmetycznego, farmaceutycznego i spożywczego (tj. mleczarstwie, przetwórstwie mięsnym i drobiarskim, browarach i przemyśle napojowym), salonach odnowy biologicznej, zakładach fryzjersko-kosmetycznych, placówkach gastronomicznych, kuchniach zbiorowego żywienia, szkołach, przedszkolach oraz placówkach opiekuńczych. Zgodny z normą PN-EN 1500:2013, Zawiera środek nawilżający (glicerynę), Przebadany dermatologicznie.",,"horeca-hotele, szkoly, firmy-sprzatajace, przemysl-farmaceutyczny, przemysl-kosmetyczny, higiena-rak-firmy-sprzatajace, higiena-rak, higiena-rak-instytucje"
